time,Pbatt,q,der(q),Soc
0,0,0,0,1
1,8923.46267278328,0,170.8386065029526,1
2,7492.103427541548,170.8386065029526,142.8225693676836,0.9997627241576348
3,-777.3400978807827,313.6611758706363,-14.47135702402693,0.9995643594779574
4,4836.04844035416,299.1898188466092,91.47365440208068,0.9995844585849352
5,5205.789950985686,390.6634732486901,98.5731968677519,0.9994574118427101
6,8392.73062276276,489.2366701164423,160.4218661154173,0.9993205046248383
7,10114.76451195373,649.6585362318598,194.3456405991192,0.9990976964774557
8,2396.898277984653,844.0041768309794,45.02076931610372,0.9988277719766236
9,-818.2057942366905,889.0249461470836,-15.23041176671677,0.9987652431303512
10,2656.233498095145,873.7945343803671,49.92866550765166,0.9987863964800273
11,11079.23719440575,923.7231998880185,213.5058822469823,0.9987170511112666
12,2651.648785722436,1137.229082135,49.8418368531643,0.9984205151637013
13,-642.0200827071401,1187.070918988164,-11.95664908671779,0.9983512903902941
14,7409.366637730572,1175.114269901447,141.210637906614,0.9983678968473592
15,12937.05874247078,1316.32490780806,250.7472421257489,0.9981717709613777
16,4922.323772507506,1567.072149933809,93.12887445073102,0.9978235109028697
17,4582.367884621875,1660.20102438454,86.61157469383261,0.9976941652439103
18,20465.5981751301,1746.812599078372,406.4816582686735,0.9975738713901688
19,-938.9965660806422,2153.294257347045,-17.47302450369762,0.9970093135314625
20,-2320.220912691325,2135.821232843348,-43.01158472623183,0.9970335816210509
21,-1414.323190637599,2092.809648117116,-26.28351872731491,0.9970933199331706
22,-709.9374968184231,2066.526129389802,-13.21902157773593,0.997129824820292
23,-4792.39760802212,2053.307107812067,-88.2480569328859,0.9971481845724833
24,3062.631578947368,1965.059050879181,57.63442907207218,0.9972707513182233
25,-2675.702060716274,2022.693479951253,-49.55331736237576,0.9971907035000678
26,-9119.053707170737,1973.140162588877,-166.0178772862264,0.9972595275519598
27,-2661.269574089347,1807.12228530265,-49.28796908428603,0.9974901079370797
28,-1384.11982049753,1757.834316218363,-25.72436338664829,0.9975585634496967
29,-925.5867451066597,1732.109952831715,-17.22413022037063,0.9975942917321781
30,201.7935948500367,1714.885822611345,3.766923741900428,0.997618214135262
31,344.2796676522228,1718.652746353245,6.429297660437896,0.9976129822967316
32,348.0609289913803,1725.082044013684,6.499979979650561,0.9976040527166476
33,349.9969302297102,1731.582023993335,6.536169820094074,0.9975950249666758
34,4119.92,1738.118193813429,77.76681759994381,0.9975859469530368
35,350,1815.885011413372,6.536227203889666,0.9974779374841481
36,350,1822.421238617262,6.536227203889666,0.9974688593908093
37,350,1828.957465821151,6.536227203889666,0.9974597812974706
38,350,1835.493693025041,6.536227203889666,0.9974507032041319
39,350,1842.029920228931,6.536227203889666,0.9974416251107933
40,350,1848.56614743282,6.536227203889666,0.9974325470174544
41,350,1855.10237463671,6.536227203889666,0.9974234689241157
42,350,1861.6386018406,6.536227203889666,0.997414390830777
43,350,1868.174829044489,6.536227203889666,0.9974053127374382
44,350,1874.711056248379,6.536227203889666,0.9973962346440994
45,350,1881.247283452269,6.536227203889666,0.9973871565507607
46,350,1887.783510656158,6.536227203889666,0.9973780784574219
47,350,1894.319737860048,6.536227203889666,0.9973690003640834
48,350,1900.855965063938,6.536227203889666,0.9973599222707445
49,350,1907.392192267827,6.536227203889666,0.9973508441774058
50,350,1913.928419471717,6.536227203889666,0.9973417660840671
51,350,1920.464646675607,6.536227203889666,0.9973326879907283
52,350,1927.000873879496,6.536227203889666,0.9973236098973896
53,350,1933.537101083386,6.536227203889666,0.9973145318040508
54,350,1940.073328287276,6.536227203889666,0.9973054537107122
55,350,1946.609555491165,6.536227203889666,0.9972963756173734
56,350,1953.145782695055,6.536227203889666,0.9972872975240347
57,11554.43901989451,1959.682009898945,222.9894271823791,0.9972782194306959
58,17665.31844599274,2182.671437081323,347.6117515799347,0.9969685118929427
59,10364.03738175066,2530.283188661258,199.2865367854906,0.9964857177935261
60,9488.240967029604,2729.569725446747,181.961193558182,0.9962089309368795
61,6634.857567429276,2911.530919004928,126.1602390826961,0.9959562070569375
62,4241.275910371385,3037.691158087625,80.08554986471017,0.9957809845026562
63,3205.798245614035,3117.776707952336,60.3533291099111,0.9956697545722883
64,9902.143550187713,3178.130037062248,190.1373358599053,0.9955859305040803
65,9041.915391961491,3368.267372922152,173.1681542762112,0.9953218508709415
66,10600.73933039643,3541.435527198361,203.9854444550888,0.9950813395455578
67,6787.721555084848,3745.42097165345,129.1251490294762,0.9947980264282591
68,10331.82168953266,3874.546120682928,198.6475460830447,0.9946186859434959
69,14975.53784662626,4073.193666765971,292.1318260638313,0.9943427865739362
70,8637.144940955714,4365.325492829804,165.2147823784826,0.9939370479266253
71,3995.328591881637,4530.540275208284,75.3879732073915,0.9937075829510996
72,6345.545571907196,4605.928248415673,120.556270267029,0.993602877432756
73,7479.544016111499,4726.484518682698,142.5778266673306,0.9934354381684962
74,152.5325996483195,4869.062345350027,2.846967190780106,0.9932374134092361
75,-4180.261113451795,4871.909312540808,-77.10265956266267,0.9932334592881378
76,-4411.429366728652,4794.806652978147,-81.31588036442372,0.9933405463153081
77,-2556.578846182382,4713.49077261372,-47.36255877596886,0.9934534850380365
78,4132.614035087719,4666.128213837753,78.00928399635677,0.9935192663696698
79,-1150.595603553855,4744.137497834105,-21.39799644661252,0.993410920141897
80,-3325.097494298901,4722.739501387493,-61.47141081196287,0.9934406395814063
81,-853.7866267707818,4661.268090575529,-15.89116406730363,0.9935260165408673
82,-735.2082911124605,4645.376926508222,-13.68860574058772,0.9935480876020718
83,-2149.937829586775,4631.688320767632,-39.87348269789345,0.9935670995544894
84,331.2427403899669,4591.814838069738,6.185612589829361,0.9936224793915698
85,-3612.019099283601,4598.000450659571,-66.72392613310967,0.9936138882629728
86,-8545.794918044534,4531.276524526462,-155.8129392133242,0.9937065603826022
87,-2146.55547575634,4375.463585313142,-39.81112076610316,0.9939229672426206
88,-4536.126960704356,4335.652464547044,-83.58644424281874,0.9939782604659069
89,-1979.59763475567,4252.066020304224,-36.73141898563608,0.9940943527495775
