time,Pbatt,q,der(q),Soc
0,0,0,0,1
1,350,0,6.536227203889666,1
2,350,6.536227203889666,6.536227203889666,0.9999909219066613
3,350,13.07245440777933,6.536227203889666,0.9999818438133224
4,350,19.608681611669,6.536227203889666,0.9999727657199837
5,350,26.14490881555867,6.536227203889666,0.9999636876266451
6,350,32.68113601944833,6.536227203889666,0.9999546095333064
7,350,39.217363223338,6.536227203889666,0.9999455314399676
8,350,45.75359042722766,6.536227203889666,0.9999364533466288
9,350,52.28981763111733,6.536227203889666,0.9999273752532901
10,350,58.826044835007,6.536227203889666,0.9999182971599514
11,350,65.36227203889666,6.536227203889666,0.9999092190666126
12,350,71.89849924278633,6.536227203889666,0.999900140973274
13,350,78.434726446676,6.536227203889666,0.9998910628799352
14,350,84.97095365056566,6.536227203889666,0.9998819847865965
15,350,91.50718085445533,6.536227203889666,0.9998729066932577
16,350,98.04340805834499,6.536227203889666,0.999863828599919
17,350,104.5796352622347,6.536227203889666,0.9998547505065802
18,350,111.1158624661243,6.536227203889666,0.9998456724132414
19,350,117.652089670014,6.536227203889666,0.9998365943199027
20,350,124.1883168739037,6.536227203889666,0.9998275162265641
21,350,130.7245440777933,6.536227203889666,0.9998184381332254
22,350,137.260771281683,6.536227203889666,0.9998093600398865
23,3615.248412225806,143.7969984855727,68.1416928100366,0.9998002819465478
24,8801.906259784966,211.9386912956094,168.4497933355069,0.9997056407065339
25,3493.128713513385,380.3884846311161,65.81685790654683,0.9994716826602346
26,3558.724566565705,446.2053425376627,67.06542417012406,0.9993802703575867
27,-1709.728783038565,513.2707667077869,-31.74749173852751,0.999287123935128
28,2797.927346081164,481.5232749692592,52.613295086569,0.9993312176736537
29,348.1541273923788,534.1365700558282,6.501722136535591,0.9992581436527002
30,-1487.335939935794,540.6382921923642,-27.63482225239568,0.9992491134830661
31,334.4676095253996,513.0034699399681,6.245889900197199,0.999287495180639
32,205.5495684963786,519.2493598401649,3.837077496382335,0.9992788203335553
33,3914.121054400498,523.0864373365472,73.83839406540619,0.9992734910592548
34,350,596.9248314019529,6.536227203889666,0.999170937734164
35,350,603.4610586058426,6.536227203889666,0.9991618596408253
36,350,609.9972858097323,6.536227203889666,0.9991527815474865
37,350,616.5335130136219,6.536227203889666,0.9991437034541477
38,350,623.0697402175116,6.536227203889666,0.999134625360809
39,350,629.6059674214013,6.536227203889666,0.9991255472674703
40,350,636.1421946252909,6.536227203889666,0.9991164691741314
41,350,642.6784218291806,6.536227203889666,0.9991073910807928
42,350,649.2146490330703,6.536227203889666,0.9990983129874541
43,350,655.7508762369599,6.536227203889666,0.9990892348941154
44,350,662.2871034408496,6.536227203889666,0.9990801568007766
45,350,668.8233306447393,6.536227203889666,0.9990710787074378
46,350,675.3595578486289,6.536227203889666,0.9990620006140991
47,38949.80626035789,681.8957850525186,829.3306013173278,0.9990529225207603
48,9600.83725416485,1511.226386369847,184.1833054913941,0.9979010744633752
49,9801.82629191818,1695.409691861241,188.1537492296961,0.9976452643168594
50,5146.282427356175,1883.563441090937,97.42952473271089,0.9973839396651514
51,4087.793409193691,1980.992965823648,77.15325383989466,0.9972486208808006
52,8703.085156595747,2058.146219663543,166.5090929255771,0.9971414635838006
53,-554.494895500855,2224.655312589119,-10.32913000164399,0.9969102009547373
54,-1162.403641798776,2214.326182587472,-21.61689033983339,0.9969245469686285
55,-541.5414389039341,2192.709292247639,-10.08819525068293,0.9969545704274339
56,-2559.489534175407,2182.621096996957,-47.41610518522248,0.9969685818097265
57,-1254.657708061806,2135.204991811736,-23.32657972923289,0.9970344375113726
58,-5251.619849754158,2111.878412082504,-96.58562656134654,0.9970668355387742
59,-1636.491945737105,2015.292785521158,-30.39368908669258,0.9972009822423318
60,-2263.614618598696,1984.899096434465,-41.96872440251673,0.9972431956993966
61,-1737.057259400169,1942.930372031949,-32.25252715184206,0.9973014855944
62,-378.5910857397068,1910.677844880106,-7.055835954693066,0.9973462807709997
63,28.77292893574145,1903.622008925413,0.5368513919975157,0.9973560805431592
64,10601.08371841013,1904.158860317412,203.9922862143626,0.9973553349162257
65,349.2372352145567,2108.151146531775,6.521968728046431,0.9970720122964836
66,350,2114.673115259823,6.536227203889666,0.9970629540065835
67,350,2121.209342463711,6.536227203889666,0.9970538759132448
