time,v
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,1.4586930804782443
121,2.0063304901123047
122,2.5853697458902993
123,3.182896508110894
124,3.823048803541395
125,4.4670454661051435
126,5.124355951944987
127,5.770586331685384
128,6.405140029059516
129,7.035291459825304
130,7.643471293979221
131,8.240336312188042
132,8.810494740804037
133,9.343207677205404
134,9.845942391289604
135,10.308879216512045
136,10.74005020989312
137,11.137045754326714
138,11.49256706237793
139,11.818165249294704
140,12.126341925726997
141,12.411504321628147
142,12.672757042778862
143,12.91070196363661
144,13.119080861409506
145,13.301976521809896
146,13.457029130723742
147,13.58799828423394
148,13.689490424262154
149,13.754003312852648
150,14.599966473049587
151,14.476712544759115
152,14.30929183959961
153,14.078379737006294
154,13.807659149169922
155,13.522619671291775
156,13.204381730821398
157,12.867884106106228
158,12.530970043606228
159,12.193662855360243
160,11.85786247253418
161,11.531377368503147
162,11.225621965196398
163,10.948514938354492
164,10.701511171129015
165,10.47051641676161
166,10.295931498209635
167,10.161467658148872
168,10.047417746649849
169,9.957442813449436
170,9.887803395589193
171,9.830684661865234
172,9.781869252522787
173,9.709246953328451
174,9.607266320122612
175,9.471537272135416
176,9.299491246541342
177,9.078965716891819
178,8.826885223388672
179,8.544038666619194
180,7.0375866360134545
181,6.612494786580403
182,6.112097104390462
183,5.539165602789985
184,4.906089570787218
185,4.255663553873698
186,3.592883745829264
187,2.9249842961629233
188,2.278713650173611
189,1.6691472795274522
190,1.12068600124783
191,0.6448157628377279
192,0.26415930853949654
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.10983467102050781
200,0.2886199951171875
201,0.48678769005669487
202,0.6882651646931967
203,0.8638154135810004
204,1.0272630055745442
205,1.1599291695488825
206,1.2947193781534831
207,1.4302025900946722
208,1.563160154554579
209,1.7007197274102106
210,2.881396081712511
211,3.035975562201606
212,3.1394232643975153
213,3.1969812181260853
214,3.190888828701443
215,3.1524234347873263
216,3.09995174407959
217,3.0198552873399525
218,2.920607990688748
219,2.832317352294922
220,2.7654250462849936
221,2.7138217290242515
222,2.6816569434271917
223,2.6781384150187173
224,2.6949278513590493
225,2.743608686659071
226,2.8203921847873263
227,2.9101965162489147
228,3.025414678785536
229,3.1622468100653753
230,3.3168082767062717
231,3.480219841003418
232,3.655771679348416
233,3.8433816697862415
234,4.048793580796984
235,4.258698357476129
236,4.491621653238933
237,4.745482338799371
238,5.015639199150933
239,5.30099974738227
240,0.1727973090277778
241,0.4931248558892144
242,0.8585023880004883
243,1.2615797254774306
244,1.7232577006022136
245,2.213655047946506
246,2.73671203189426
247,3.2612805896335177
248,3.78403557671441
249,4.309277534484863
250,4.820495181613499
251,5.32673094007704
252,5.813764466179742
253,6.2731128268771705
254,6.708492702907986
255,7.10707770453559
256,7.476772732204861
257,7.806882328457302
258,8.095155821906197
259,8.353140089246962
260,8.595644103156197
261,8.822318183051216
262,9.038393232557508
263,9.245044920179579
264,9.445166058010525
265,9.639756944444445
266,9.839595158894857
267,10.044838587443033
268,10.244310167100695
269,10.423977110120985
270,8.599808481004503
271,8.72813171810574
272,8.875189357333714
273,9.009138743082682
274,9.129179848564995
275,9.226255416870117
276,9.260569678412544
277,9.213753806220161
278,9.08893903096517
279,8.87423144446479
280,8.558393054538303
281,8.142373296949598
282,7.637619442409939
283,7.061374452379015
284,6.419506072998047
285,5.713818338182238
286,4.987973637051052
287,4.243384467230903
288,3.500800132751465
289,2.7876096301608615
290,2.127648459540473
291,1.5387227800157335
292,1.0321431689792209
293,0.5891487333509657
294,0.22170278761121961
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.08174896240234375
301,0.02827750311957465
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.19141197204589844
311,0.4588127136230469
312,0.7978381050957574
313,1.2216536204020183
314,1.7237848705715604
315,2.3080221811930337
316,2.9660929573906794
317,3.66843753390842
318,4.409053060743544
319,5.174588097466363
320,5.94681633843316
321,6.70351505279541
322,7.4332385592990455
323,8.116011619567871
324,8.750672870212131
325,9.309477276272244
326,9.807924694485134
327,10.238323211669922
328,10.596083535088432
329,10.888046688503689
330,10.139965481228298
331,10.674246682061089
332,11.214437484741211
333,11.734788682725695
334,12.24300808376736
335,12.725027932061089
336,13.153887854682075
337,13.527569240993923
338,13.847365909152561
339,14.1033935546875
340,14.281352361043295
341,14.38934326171875
342,14.428977966308594
343,14.397046830919054
344,14.296254052056206
345,14.125384224785698
346,13.912262386745876
347,13.666133880615234
348,13.381525675455729
349,13.07674831814236
350,12.762478722466362
351,12.444396548800999
352,12.124924129909939
353,11.798556645711264
354,11.460508770412869
355,11.120406256781685
356,10.780883365207249
357,10.440235137939453
358,10.106279585096571
359,9.778994454277885
360,9.124187893337673
361,9.222612380981445
362,9.382463031344944
363,9.568324618869358
364,9.784587224324545
365,10.020440419514975
366,10.22621684604221
367,10.378823810153538
368,10.472768147786459
369,10.477907392713758
370,10.35891956753201
371,10.093487633599175
372,9.677150514390734
373,9.118783738878038
374,8.424029880099827
375,7.596630520290798
376,6.703741285536024
377,5.762703153822157
378,4.805853631761339
379,3.876893785264757
380,3.011684947543674
381,2.2387896643744574
382,1.5801138348049588
383,1.0117530822753906
384,0.5460908677842882
385,0.1702594757080078
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.15664524502224392
