time,Pbatt,q,der(q),Soc
0,0,0,0,1
1,-7523.314576728163,0,-137.5369993866761,1
2,-5844.065882651814,-137.5369993866761,-107.3122849015931,1.000191023610259
3,-3316.937876707702,-244.8492842882692,-61.32191893237541,1.0003400684504
4,130.006739787212,-306.1712032206444,2.426377579336986,1.000425237782251
5,3670.671184743294,-303.7448256413072,69.19733877407862,1.000421867813391
6,349.2372352145567,-234.5474868672287,6.521968728046431,1.000325760398427
7,350,-228.0255181391823,6.536227203889666,1.000316702108527
8,350,-221.4892909352927,6.536227203889666,1.000307624015188
9,350,-214.953063731403,6.536227203889666,1.000298545921849
10,350,-208.4168365275133,6.536227203889666,1.00028946782851
11,350,-201.8806093236237,6.536227203889666,1.000280389735172
12,350,-195.344382119734,6.536227203889666,1.000271311641833
13,350,-188.8081549158443,6.536227203889666,1.000262233548494
14,350,-182.2719277119547,6.536227203889666,1.000253155455155
15,350,-175.735700508065,6.536227203889666,1.000244077361817
16,350,-169.1994733041753,6.536227203889666,1.000234999268478
17,350,-162.6632461002857,6.536227203889666,1.000225921175139
18,350,-156.127018896396,6.536227203889666,1.000216843081801
19,350,-149.5907916925063,6.536227203889666,1.000207764988462
20,350,-143.0545644886167,6.536227203889666,1.000198686895123
21,350,-136.518337284727,6.536227203889666,1.000189608801784
22,350,-129.9821100808373,6.536227203889666,1.000180530708446
23,350,-123.4458828769477,6.536227203889666,1.000171452615107
24,350,-116.909655673058,6.536227203889666,1.000162374521768
25,350,-110.3734284691683,6.536227203889666,1.000153296428429
26,350,-103.8372012652787,6.536227203889666,1.000144218335091
27,350,-97.30097406138901,6.536227203889666,1.000135140241752
28,350,-90.76474685749935,6.536227203889666,1.000126062148413
29,350,-84.22851965360968,6.536227203889666,1.000116984055074
30,350,-77.69229244972001,6.536227203889666,1.000107905961736
31,350,-71.15606524583035,6.536227203889666,1.000098827868397
32,350,-64.61983804194068,6.536227203889666,1.000089749775058
33,350,-58.08361083805102,6.536227203889666,1.000080671681719
34,4119.92,-51.54738363416135,77.76681759994381,1.000071593588381
35,3846.836006820744,26.21943396578247,72.55503491707623,0.999963584119492
36,9305.808626728913,98.77446888285871,178.3641568334351,0.9998628132376628
37,16859.99959232407,277.1386257162939,330.8941636703939,0.9996150852420607
38,11654.31241016501,608.0327893866878,224.9862482335579,0.9991555100147407
39,12187.78621532088,833.0190376202462,235.6739536322002,0.9988430291144162
40,14116.76412839727,1068.692991252447,274.6293745386815,0.9985157041788161
41,14487.02425647811,1343.322365791128,282.1633081371106,0.9981342744919568
42,9393.19437173708,1625.485673928238,180.0866410053309,0.9977423810084329
43,18231.42652802345,1805.572314933568,359.4195071864278,0.9974922606737034
44,9306.691155432984,2164.991822119995,178.381547920545,0.9969930669137221
45,6313.956514307589,2343.373370040539,119.9449794606358,0.9967453147638325
46,11070.70410329652,2463.318349501173,213.3358504474959,0.9965787245145817
47,6757.152645352408,2676.65419994867,128.5320241649229,0.9962824247222936
48,4574.078409240419,2805.186224113594,86.4528195773014,0.9961039080220645
49,8945.8685343869,2891.639043690897,171.2791199600997,0.9959838346615405
50,11656.46257211162,3062.918163650997,225.0292515791371,0.9957459469949291
51,5474.365143242126,3287.947415230132,103.7399430891655,0.995433406367736
52,7357.113371533071,3391.687358319299,140.1930231619276,0.9952893231134454
53,10856.54719169268,3531.880381481227,209.0715383762058,0.995094610581276
54,6359.912295941604,3740.951919857433,120.8343240076238,0.9948042334446425
55,13982.80654518025,3861.786243865057,271.9081914516473,0.9946364079946319
56,18094.69139907995,4133.694435316705,356.5632501896744,0.9942587577287267
57,6084.201377631579,4490.25768550638,115.5023840175654,0.9937635309923523
58,-1356.299476946239,4605.760069523943,-25.20924308675694,0.9936031110145501
59,261.8426726799684,4580.550826437187,4.888691550757358,0.9936381238521705
60,6869.795446498814,4585.439517987947,130.7181594045469,0.9936313340027946
61,5828.008771929824,4716.157677392497,110.5557724342943,0.9934497810036216
62,6114.619131931964,4826.713449826788,116.0901978396946,0.993296231319685
63,6711.089616674958,4942.803647666482,127.6384749821086,0.9931349949337965
64,4954.023516321366,5070.442122648587,93.73725561652054,0.9929577192740991
65,10226.54807390112,5164.179378265111,196.5603714733397,0.9928275286412984
66,19940.08087428796,5360.739749738454,395.344370199125,0.9925545281253633
67,10213.85523765972,5756.084119937581,196.3088142158663,0.9920054387223088
68,4296.237304591319,5952.392934153444,81.13623151314459,0.9917327875914536
69,12440.33047152805,6033.52916566659,240.7462806874391,0.9916200983810187
70,3773.555265904137,6274.275446354026,71.15788855852634,0.9912857285467305
71,8359.888639348301,6345.433334912554,159.7783901300113,0.9911868981459548
72,3862.824503293127,6505.211725042567,72.85994545726498,0.9909649837152187
73,5028.885694414378,6578.071670499834,95.17446117334839,0.990863789346528
74,6457.188596491227,6673.246131673181,122.717640887523,0.9907316025948983
75,11486.15996203619,6795.963772560703,221.6250217172692,0.990561161426999
76,15005.77353130074,7017.588794277975,292.7498779806374,0.9902533488968361
77,347.4351022300917,7310.338672258616,6.488281429054041,0.9898467518440852
78,-4947.605598611573,7316.826953687672,-91.06824980651118,0.9898377403421004
79,15260.82897007515,7225.75870388116,297.9684833310444,0.9899642240223873
80,-3785.85409000563,7523.727187212202,-69.90230288099065,0.9895503789066498
