GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:12.312,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:13.311,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:14.310,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:15.311,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:16.312,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:17.312,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:18.311,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:19.310,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:20.310,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
Tue Feb 02 19:10:17 GMT+09:00 2021,03-2월-2021 11:21:21.310,127.01370463706553,37.54588168580085,4.2799997,10.5,67.0,286.5,4.51666164,-2.54503632,-8.07564259,-0.00276017,
