1,0.24
2,0
3,0
4,0
5,0
6,0
7,0
8,0.049999997
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0.53999996
20,0.68
21,0.79999995
22,0
23,1.16
24,1.16
25,1.1
26,1.1999999
27,1.09
28,1.06
29,0
30,0
31,1.78
32,1.9499999
33,1.99
34,1.9799999
35,3.1499999
36,3.1899998
37,4.0699997
38,4.58
39,4.9
40,4.69
41,4.18
42,3.3799999
43,2.49
44,2.56
45,2.81
46,3.12
47,2.4099998
48,1.7199999
49,1.1899999
50,1.3199999
51,2.54
52,2.03
53,2.79
54,2.75
55,2.55
56,2.83
57,1.1999999
58,0.83
59,0.35
60,0.17
61,0.08
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0.56
93,0.57
94,0.78
95,2.69
96,3.3999999
97,3.58
98,2.8999999
99,1.77
100,1.4399999
101,1.29
102,0.95
103,0.34
104,0.37
105,0
106,0.26
107,0.74
108,1.4699999
109,2.4299998
110,3.59
111,4.45
112,6.12
113,7.7
114,8.2
115,8.83
116,8.96
117,8.599999
118,8.47
119,8.12
120,7.5299997
121,6.5099998
122,5.37
123,3.9499998
124,3.06
125,2.1499999
126,0.96999997
127,0.52
128,0.5
129,0.53
130,0.47
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,1.79
149,2.78
150,3.78
151,4.8199997
152,5.29
153,6.29
154,6.7
155,7.29
156,8.059999
157,8.059999
158,8.55
159,9.09
160,9.23
161,9.55
162,9.559999
163,9.57
164,10.139999
165,10.48
166,10.469999
167,10.5199995
168,10.5199995
169,10.59
170,10.17
171,10.2699995
172,10.67
173,10.51
174,10.45
175,10.23
176,9.889999
177,9.32
178,9.03
179,8.53
180,8.2699995
181,7.81
182,7.21
183,7.0499997
184,7.3399997
185,7.77
186,8.16
187,7.2999997
188,6.0699997
189,5.5299997
190,4.72
191,3.25
192,1.9799999
193,1.61
194,0.69
195,0.39
196,0.07
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,2.79
210,3.9299998
211,4.96
212,5.85
213,6.42
214,7.2799997
215,7.91
216,8.32
217,8.849999
218,9.0199995
219,9.26
220,9.2699995
221,9.139999
222,9.32
223,8.78
224,8.97
225,9.33
226,8.92
227,8.139999
228,7.2799997
229,7.29
230,7.3399997
231,8.34
232,8.639999
233,8.8
234,8.07
235,7.52
236,7.19
237,5.68
238,3.5
239,2.74
240,2.36
241,2.54
242,3.59
243,4.21
244,5.02
245,5.81
246,6.66
247,7.8799996
248,8.7699995
249,9.15
250,9.44
251,10.0199995
252,10.179999
253,10.73
254,11.16
255,11.61
256,12.24
257,12.75
258,12.94
259,13.24
260,13.349999
261,13.63
262,13.78
263,13.99
264,14.24
265,14.53
266,14.57
267,14.759999
268,14.849999
269,15.04
270,15.259999
271,15.299999
272,15.17
273,14.679999
274,14.4
275,13.889999
276,13.099999
277,12.38
278,10.92
279,8.96
280,6.5699997
281,4.08
282,2.27
283,1.35
284,0.14
285,0.29999998
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,2.51
325,4.33
326,5.64
327,6.98
328,8.05
329,8.83
330,9.74
331,10.49
332,10.66
333,10.8
334,11.53
335,11.759999
336,12.32
337,12.59
338,12.65
339,12.75
340,12.67
341,13.37
342,13.36
343,13.509999
344,13.49
345,13.65
346,13.38
347,13.0199995
348,13.009999
349,13.29
350,13.19
351,13.219999
352,13.32
353,13.36
354,13.469999
355,13.509999
356,13.799999
357,13.87
358,13.82
359,14.059999
360,13.94
361,13.67
362,13.45
363,13.69
364,13.91
365,13.849999
366,14.17
367,13.65
368,12.84
369,13.21
370,12.95
371,13.099999
372,12.55
373,11.99
374,10.91
375,10.17
376,9.969999
377,10.139999
378,10.82
379,10.91
380,10.2
381,9.53
382,8.84
383,7.87
384,5.89
385,4.35
386,3.6899998
387,3.1999998
388,3.1699998
389,2.3
390,3.4099998
391,3
392,4.0499997
393,5.17
394,6.1
395,7.16
396,7.33
397,7.3399997
398,7.2
399,6.12
400,4.5499997
401,2.8999999
402,2.58
403,3.1499999
404,4.7799997
405,5.99
406,6.52
407,6.5899997
408,7.5
409,7.81
410,9.13
411,9.4
412,9.09
413,9
414,8.87
415,8.51
416,8.01
417,7.35
418,6.6499996
419,5.83
420,5.41
421,5.2999997
422,5.25
423,6.0699997
424,6.67
425,7.23
426,7.46
427,6.8199997
428,6.6499996
429,6.7599998
430,6.8599997
431,6.79
432,6.29
433,6.8599997
434,7.04
435,7.12
436,7.3799996
437,6.67
438,6.7999997
439,7.0299997
440,7.71
441,8.01
442,8.21
443,8.15
444,8.16
445,8.599999
446,8.429999
447,8.04
448,7.2799997
449,6.67
450,6.25
451,6.29
452,6.29
453,6.1
454,5.31
455,4.8199997
456,3.7099998
457,3.1999998
458,2.72
459,2.9399998
460,2.6
461,2.34
462,2.48
463,1.3
464,0.35
465,0.29
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
