GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),
Tue Feb 02 19:03:24 GMT+09:00 2021,02-2월-2021 19:03:28.311,127.03150268644094,37.550398861058056,5.72,8.5,73.0,227.0,3.80438662,-2.0865469,-8.7699604,0.01641518,
Tue Feb 02 19:03:25 GMT+09:00 2021,02-2월-2021 19:03:29.311,127.03143579885364,37.550383899360895,5.92,7.5,69.0,228.9,4.87818575,-3.37821865,-7.84220743,0.02145535,
Tue Feb 02 19:03:26 GMT+09:00 2021,02-2월-2021 19:03:30.311,127.03137142583728,37.550364788621664,5.5699997,6.5,70.0,233.3,4.77762938,-3.01310277,-8.49223328,0.05866808,
Tue Feb 02 19:03:27 GMT+09:00 2021,02-2월-2021 19:03:31.312,127.03133152797818,37.550330590456724,4.31,6.0,69.0,232.5,4.28681803,-2.54264212,-8.40843678,0.01539576,
Tue Feb 02 19:03:28 GMT+09:00 2021,02-2월-2021 19:03:32.312,127.03130789101124,37.55031168926507,3.6,5.5,67.0,232.0,3.99831676,-2.15597868,-8.56405926,0.00719768,
Tue Feb 02 19:03:29 GMT+09:00 2021,02-2월-2021 19:03:33.312,127.03127059154212,37.55029236897826,3.6299999,6.0,67.0,236.1,3.10049129,-1.28448915,-9.6629982,0.06173164,
Tue Feb 02 19:03:30 GMT+09:00 2021,02-2월-2021 19:03:34.312,127.03123270533979,37.55027334205806,4.0099998,5.0,67.0,238.6,3.8798039,-1.28089786,-8.93875217,0.02086216,
Tue Feb 02 19:03:31 GMT+09:00 2021,02-2월-2021 19:03:35.312,127.03119481913745,37.55026156548411,5.38,5.0,66.0,240.7,3.98754287,-1.49877024,-9.10395241,0.043598,
Tue Feb 02 19:03:32 GMT+09:00 2021,02-2월-2021 19:03:36.312,127.03114042058587,37.55023453384638,6.02,5.0,65.0,240.3,3.98634577,-0.79487497,-9.39604473,0.06258804,
Tue Feb 02 19:03:33 GMT+09:00 2021,02-2월-2021 19:03:37.312,127.03107604756951,37.550205239094794,6.89,5.0,65.0,237.8,3.99233127,-1.15639937,-9.1422596,0.04272598,
Tue Feb 02 19:03:34 GMT+09:00 2021,02-2월-2021 19:03:38.312,127.0310130994767,37.550168903544545,7.5899997,4.5,65.0,235.7,3.84269381,-1.59453833,-8.35696125,-0.02939039,
Tue Feb 02 19:03:35 GMT+09:00 2021,02-2월-2021 19:03:39.311,127.03094763681293,37.550133490003645,7.6699996,5.0,64.0,235.9,3.58531713,-0.89184016,-9.31583881,0.04058129,
Tue Feb 02 19:03:36 GMT+09:00 2021,02-2월-2021 19:03:40.311,127.03088167123497,37.55009489133954,7.72,4.0,63.0,235.5,4.21379519,-0.80684596,-9.40442467,0.07270437,
Tue Feb 02 19:03:37 GMT+09:00 2021,02-2월-2021 19:03:41.311,127.03080313280225,37.55005696322769,8.05,4.0,63.0,238.5,3.8726213,-0.75417352,-8.91840172,0.01309997,
Tue Feb 02 19:03:38 GMT+09:00 2021,02-2월-2021 19:03:42.311,127.03072316944599,37.55001953803003,8.23,4.0,63.0,240.5,3.04303026,-1.89620769,-9.19972038,0.02549607,
Tue Feb 02 19:03:39 GMT+09:00 2021,02-2월-2021 19:03:43.311,127.03064085915685,37.54997733514756,8.5,4.5,65.0,238.4,4.47715712,-0.76614451,-9.62469101,0.10388047,
Tue Feb 02 19:03:40 GMT+09:00 2021,02-2월-2021 19:03:44.311,127.03056106343865,37.54993672482669,8.58,4.5,65.0,237.4,3.02148247,-0.64044893,-8.80108547,-0.03020436,
Tue Feb 02 19:03:41 GMT+09:00 2021,02-2월-2021 19:03:45.311,127.03047833405435,37.54988559521735,9.36,4.0,65.0,237.3,3.50511122,-1.30364287,-9.61750793,0.07088572,
Tue Feb 02 19:03:42 GMT+09:00 2021,02-2월-2021 19:03:46.311,127.03038420528173,37.54983329214156,10.16,4.5,66.0,238.2,3.10288548,-1.63883102,-8.98783302,0.00254381,
Tue Feb 02 19:03:43 GMT+09:00 2021,02-2월-2021 19:03:47.311,127.03028596937656,37.549780402332544,10.4,4.0,67.0,237.7,4.16471386,-1.03788638,-9.56244183,0.08745295,
Tue Feb 02 19:03:44 GMT+09:00 2021,02-2월-2021 19:03:48.311,127.03018102794886,37.54972721915692,10.62,4.5,68.0,237.2,3.56376934,-0.86191261,-8.96628571,0.00645989,
Tue Feb 02 19:03:45 GMT+09:00 2021,02-2월-2021 19:03:49.311,127.03007935546339,37.549672946333885,10.929999,4.0,67.0,235.5,4.49391651,-1.21745157,-10.48899746,0.18881756,
Tue Feb 02 19:03:46 GMT+09:00 2021,02-2월-2021 19:03:50.311,127.02997709624469,37.54961465019733,11.179999,3.5,67.0,234.0,3.93008208,-1.13365448,-9.30985355,0.05557281,
Tue Feb 02 19:03:47 GMT+09:00 2021,02-2월-2021 19:03:51.311,127.02987533994019,37.54955098964274,11.08,4.0,66.0,234.3,2.83593202,-1.70946002,-7.95234108,-0.1028958,
Tue Feb 02 19:03:48 GMT+09:00 2021,02-2월-2021 19:03:52.311,127.02977106906474,37.549489927478135,11.07,3.5,67.0,234.7,2.84910011,-1.22583127,-8.47188282,-0.06134689,
Tue Feb 02 19:03:49 GMT+09:00 2021,02-2월-2021 19:03:53.311,127.02966889366508,37.5494319666177,10.38,3.5,68.0,236.5,3.02866507,-1.043872,-9.06684208,-0.00076175,
Tue Feb 02 19:03:50 GMT+09:00 2021,02-2월-2021 19:03:54.312,127.02956621535122,37.54937978927046,10.59,3.5,69.0,237.6,2.59770894,-0.91099375,-8.64665985,-0.055996,
Tue Feb 02 19:03:51 GMT+09:00 2021,02-2월-2021 19:03:55.312,127.02945792116225,37.54932497162372,11.28,4.0,69.0,237.7,3.94085598,-2.12485409,-9.3637228,0.077007,
Tue Feb 02 19:03:52 GMT+09:00 2021,02-2월-2021 19:03:56.312,127.02934459783137,37.54926223307848,11.73,4.0,70.0,237.6,4.48912811,-2.7329812,-8.58919907,0.04545742,
Tue Feb 02 19:03:53 GMT+09:00 2021,02-2월-2021 19:03:57.312,127.02923806384206,37.54920770879835,11.37,3.5,69.0,236.4,3.64397502,-2.11048889,-8.70172596,0.0044328,
Tue Feb 02 19:03:54 GMT+09:00 2021,02-2월-2021 19:03:58.312,127.02913924120367,37.5491576269269,10.42,4.0,68.0,237.3,5.08049583,-2.86945081,-8.46350288,0.06689864,
Tue Feb 02 19:03:55 GMT+09:00 2021,02-2월-2021 19:03:59.312,127.02903270721436,37.549106078222394,10.73,4.0,69.0,239.7,3.57454324,-1.24259067,-9.03332329,0.01736838,
Tue Feb 02 19:03:56 GMT+09:00 2021,02-2월-2021 19:04:00.312,127.02893011271954,37.54906806629151,10.21,3.5,68.0,243.0,4.25449657,-1.75255561,-7.40646315,-0.09217262,
Tue Feb 02 19:03:57 GMT+09:00 2021,02-2월-2021 19:04:01.312,127.02882282435894,37.549026743508875,10.679999,3.5,67.0,242.8,4.56095409,-1.88902509,-8.39885998,0.01209444,
Tue Feb 02 19:03:58 GMT+09:00 2021,02-2월-2021 19:04:02.312,127.02872366644442,37.54898776765913,9.9,4.0,67.0,238.4,4.18267059,-1.75016141,-8.57363605,0.00765568,
Tue Feb 02 19:03:59 GMT+09:00 2021,02-2월-2021 19:04:03.312,127.0286295376718,37.54893911071122,9.8,4.0,66.0,237.8,3.93127918,-1.82797301,-8.23365974,-0.03244215,
Tue Feb 02 19:04:00 GMT+09:00 2021,02-2월-2021 19:04:04.311,127.02852861955762,37.54889548290521,10.7699995,4.0,66.0,239.3,4.56334829,-2.14759898,-8.21330929,0.0014866,
Tue Feb 02 19:04:01 GMT+09:00 2021,02-2월-2021 19:04:05.311,127.02842191793025,37.5488441856578,11.17,4.0,66.0,236.7,4.50229645,-2.22062206,-8.87530613,0.05841988,
Tue Feb 02 19:04:02 GMT+09:00 2021,02-2월-2021 19:04:06.312,127.02831421047449,37.548789074644446,11.23,4.0,65.0,235.9,4.19703579,-1.73340201,-8.21689987,-0.02400279,
Tue Feb 02 19:04:03 GMT+09:00 2021,02-2월-2021 19:04:07.311,127.02820273116231,37.54873119760305,12.4,3.5,65.0,236.3,4.73213959,-2.55940151,-7.85178471,-0.01075554,
Tue Feb 02 19:04:04 GMT+09:00 2021,02-2월-2021 19:04:08.311,127.02808236703277,37.5486681656912,12.62,3.0,65.0,235.9,4.48194551,-2.93648839,-7.90206289,-0.00776571,
Tue Feb 02 19:04:05 GMT+09:00 2021,02-2월-2021 19:04:09.310,127.02796552330256,37.54860194865614,12.03,3.5,65.0,234.7,5.44321775,-3.01070857,-7.77157879,0.03372139,
Tue Feb 02 19:04:06 GMT+09:00 2021,02-2월-2021 19:04:10.311,127.02786024659872,37.54853941965848,11.49,3.5,66.0,232.5,4.77403831,-2.7401638,-7.82664537,-0.00561714,
Tue Feb 02 19:04:07 GMT+09:00 2021,02-2월-2021 19:04:11.311,127.02776620164514,37.548479279503226,10.32,3.5,65.0,230.6,4.72735119,-2.21343946,-8.62271786,0.04648262,
Tue Feb 02 19:04:08 GMT+09:00 2021,02-2월-2021 19:04:12.311,127.02767634764314,37.5484295329079,9.63,3.5,65.0,234.1,4.27604437,-1.28448915,-9.19134045,0.06062847,
Tue Feb 02 19:04:09 GMT+09:00 2021,02-2월-2021 19:04:13.311,127.02758490107954,37.548376182094216,9.9,3.5,65.0,234.8,3.65115762,-1.8471266,-7.8781209,-0.07606983,
Tue Feb 02 19:04:10 GMT+09:00 2021,02-2월-2021 19:04:14.311,127.0274867489934,37.54832270555198,11.179999,3.0,64.0,233.8,5.18943214,-3.03704476,-7.88171196,0.02953881,
Tue Feb 02 19:04:11 GMT+09:00 2021,02-2월-2021 19:04:15.311,127.02738784253597,37.548261056654155,11.17,3.5,64.0,234.9,4.85304689,-2.96761298,-8.37491798,0.05102152,
Tue Feb 02 19:04:12 GMT+09:00 2021,02-2월-2021 19:04:16.311,127.02728348784149,37.548204897902906,11.08,3.5,63.0,236.7,4.56574249,-3.25252295,-8.51856995,0.05851012,
Tue Feb 02 19:04:13 GMT+09:00 2021,02-2월-2021 19:04:17.311,127.02717795968056,37.548155528493226,10.84,3.0,62.0,240.6,5.28639746,-4.61003542,-7.75481939,0.08488876,
Tue Feb 02 19:04:14 GMT+09:00 2021,02-2월-2021 19:04:18.311,127.02707218006253,37.54811864811927,9.7699995,3.0,62.0,245.4,4.70460653,-3.82832861,-7.98107147,0.04084665,
Tue Feb 02 19:04:15 GMT+09:00 2021,02-2월-2021 19:04:19.311,127.02697226777673,37.54808847326785,8.91,3.0,62.0,248.7,3.97796607,-3.5541923,-8.00740719,-0.00020558,
Tue Feb 02 19:04:16 GMT+09:00 2021,02-2월-2021 19:04:20.311,127.02687872573733,37.548070033080876,8.11,3.0,61.0,254.1,4.18506479,-3.53863001,-7.71052647,-0.01669252,
Tue Feb 02 19:04:17 GMT+09:00 2021,02-2월-2021 19:04:21.311,127.02680680900812,37.54805963952094,6.56,3.5,61.0,261.3,4.94761801,-3.46201563,-8.01219559,0.0417251,
Tue Feb 02 19:04:18 GMT+09:00 2021,02-2월-2021 19:04:22.311,127.02674620784819,37.54805863369256,5.77,3.0,60.0,267.1,4.71059179,-2.81079268,-7.98226833,0.00629795,
Tue Feb 02 19:04:19 GMT+09:00 2021,02-2월-2021 19:04:23.311,127.02668745070696,37.548060226254165,5.18,3.5,59.0,270.7,4.59447289,-2.30920744,-8.36414337,0.01985377,
Tue Feb 02 19:04:20 GMT+09:00 2021,02-2월-2021 19:04:24.311,127.02664445154369,37.548066386952996,4.44,3.5,59.0,269.2,4.91290188,-2.81079268,-7.8829093,0.00824612,
Tue Feb 02 19:04:21 GMT+09:00 2021,02-2월-2021 19:04:25.311,127.02659122645855,37.548062447458506,4.9,4.0,58.0,267.3,4.8171339,-2.72460151,-7.726089,-0.01222128,
Tue Feb 02 19:04:22 GMT+09:00 2021,02-2월-2021 19:04:26.311,127.02652257867157,37.54805226344615,4.39,4.0,59.0,263.6,5.07211637,-2.93768549,-8.16781902,0.04380518,
Tue Feb 02 19:04:23 GMT+09:00 2021,02-2월-2021 19:04:27.311,127.0264745503664,37.548050712794065,3.04,3.5,58.0,266.1,4.80396557,-3.09091449,-7.85537577,0.00909317,
Tue Feb 02 19:04:24 GMT+09:00 2021,02-2월-2021 19:04:28.311,127.02644999139011,37.5480584660545,2.6799998,3.5,59.0,269.7,5.30794525,-3.33632016,-7.76679039,0.0364719,
Tue Feb 02 19:04:25 GMT+09:00 2021,02-2월-2021 19:04:29.311,127.02643238939345,37.548060938715935,1.6899999,4.0,59.0,271.5,5.05415964,-3.17471147,-8.01099873,0.03734511,
Tue Feb 02 19:04:26 GMT+09:00 2021,02-2월-2021 19:04:30.311,127.02642383985221,37.54806035198271,0.77,3.5,60.0,272.7,4.92008448,-2.92332029,-7.91882229,0.01496357,
Tue Feb 02 19:04:27 GMT+09:00 2021,02-2월-2021 19:04:31.311,127.02641378156841,37.548066386952996,0.32999998,4.0,60.0,274.6,4.40293694,-2.63003063,-8.07803631,-0.00561035,
Tue Feb 02 19:04:28 GMT+09:00 2021,02-2월-2021 19:04:32.311,127.02641537413001,37.54806965589523,0.21,4.5,61.0,276.2,4.49032545,-2.7641058,-8.04332066,-0.00061226,
Tue Feb 02 19:04:29 GMT+09:00 2021,02-2월-2021 19:04:33.311,127.0264156255871,37.54806865006685,0.06,4.0,61.0,276.1,4.49391651,-2.7533319,-8.07683945,0.00210339,
Tue Feb 02 19:04:30 GMT+09:00 2021,02-2월-2021 19:04:34.311,127.0264156255871,37.54806869197637,0.0,4.0,61.0,0.0,4.49152231,-2.82635522,-8.14866543,0.01026815,
Tue Feb 02 19:04:31 GMT+09:00 2021,02-2월-2021 19:04:35.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.48912811,-2.7413609,-8.09359932,0.00296032,
Tue Feb 02 19:04:32 GMT+09:00 2021,02-2월-2021 19:04:36.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.46039772,-2.7629087,-8.1797905,0.00961262,
Tue Feb 02 19:04:33 GMT+09:00 2021,02-2월-2021 19:04:37.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.55736303,-2.86466241,-8.1845789,0.01758099,
Tue Feb 02 19:04:34 GMT+09:00 2021,02-2월-2021 19:04:38.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.59447289,-2.9149406,-8.51976681,0.04948205,
Tue Feb 02 19:04:35 GMT+09:00 2021,02-2월-2021 19:04:39.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.55736303,-2.77966809,-8.13430023,0.01079291,
Tue Feb 02 19:04:36 GMT+09:00 2021,02-2월-2021 19:04:40.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.50109911,-2.85747981,-8.08521938,0.01083793,
Tue Feb 02 19:04:37 GMT+09:00 2021,02-2월-2021 19:04:41.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.54778624,-2.7569232,-8.21330929,0.01642656,
Tue Feb 02 19:04:38 GMT+09:00 2021,02-2월-2021 19:04:42.311,127.0264156255871,37.5480687757954,0.0,4.5,61.0,0.0,4.5226469,-2.7605145,-8.13908863,0.00899225,
Tue Feb 02 19:04:39 GMT+09:00 2021,02-2월-2021 19:04:43.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.48314285,-2.77487969,-8.1654253,0.01095382,
Tue Feb 02 19:04:40 GMT+09:00 2021,02-2월-2021 19:04:44.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.50708485,-2.71622181,-8.21929455,0.01049335,
Tue Feb 02 19:04:41 GMT+09:00 2021,02-2월-2021 19:04:45.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.5346179,-2.72819281,-8.18338108,0.01116545,
Tue Feb 02 19:04:42 GMT+09:00 2021,02-2월-2021 19:04:46.311,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.46279192,-2.7389667,-8.10916138,0.00297761,
Tue Feb 02 19:04:43 GMT+09:00 2021,02-2월-2021 19:04:47.312,127.0264156255871,37.5480687757954,0.0,3.5,61.0,0.0,4.45441246,-2.742558,-8.13669491,0.00504667,
Tue Feb 02 19:04:44 GMT+09:00 2021,02-2월-2021 19:04:48.312,127.0264156255871,37.5480687757954,0.0,4.5,61.0,0.0,4.58609343,-2.78924489,-8.19535255,0.01764739,
Tue Feb 02 19:04:45 GMT+09:00 2021,02-2월-2021 19:04:49.312,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.5513773,-2.83114362,-8.18098736,0.01599687,
Tue Feb 02 19:04:46 GMT+09:00 2021,02-2월-2021 19:04:50.312,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,4.57531929,-2.81198978,-8.17380428,0.01596016,
Tue Feb 02 19:04:47 GMT+09:00 2021,02-2월-2021 19:04:51.312,127.0264156255871,37.5480687757954,0.0,4.0,61.0,0.0,3.8594532,-2.16076708,-8.74003315,0.01752526,
Tue Feb 02 19:04:48 GMT+09:00 2021,02-2월-2021 19:04:52.311,127.0264156255871,37.5480687757954,0.0,3.5,61.0,0.0,4.35026455,-2.60728574,-8.24203968,0.0054931,
Tue Feb 02 19:04:49 GMT+09:00 2021,02-2월-2021 19:04:53.311,127.0264145359397,37.54807430785149,0.71999997,3.5,61.0,272.9,4.31435156,-2.61087704,-8.35336971,0.01364976,
Tue Feb 02 19:04:50 GMT+09:00 2021,02-2월-2021 19:04:54.311,127.02640975825489,37.54807103890926,0.71,3.5,62.0,273.7,4.66629934,-3.11844778,-7.93438435,0.00969517,
Tue Feb 02 19:04:51 GMT+09:00 2021,02-2월-2021 19:04:55.311,127.02640254981816,37.54806969780475,0.63,4.0,62.0,274.3,4.41490793,-2.79283619,-8.24323654,0.01382315,
Tue Feb 02 19:04:52 GMT+09:00 2021,02-2월-2021 19:04:56.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.6866498,-3.04662156,-8.00980186,0.01466483,
Tue Feb 02 19:04:53 GMT+09:00 2021,02-2월-2021 19:04:57.311,127.02639089897275,37.54807112272829,0.0,4.0,62.0,0.0,4.44244146,-2.85987401,-8.1702137,0.01081181,
Tue Feb 02 19:04:54 GMT+09:00 2021,02-2월-2021 19:04:58.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.41251373,-2.80361009,-8.23126507,0.01299733,
Tue Feb 02 19:04:55 GMT+09:00 2021,02-2월-2021 19:04:59.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.41011953,-2.78804779,-8.15225697,0.00563896,
Tue Feb 02 19:04:56 GMT+09:00 2021,02-2월-2021 19:05:00.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.41371107,-2.77368259,-8.21091461,0.01042783,
Tue Feb 02 19:04:57 GMT+09:00 2021,02-2월-2021 19:05:01.311,127.02639089897275,37.54807112272829,0.0,3.0,62.0,0.0,4.4017396,-2.82156682,-8.20732307,0.0109697,
Tue Feb 02 19:04:58 GMT+09:00 2021,02-2월-2021 19:05:02.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.46039772,-2.79523039,-8.24203968,0.01589638,
Tue Feb 02 19:04:59 GMT+09:00 2021,02-2월-2021 19:05:03.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.43406153,-2.80001879,-8.29710579,0.01955503,
Tue Feb 02 19:05:00 GMT+09:00 2021,02-2월-2021 19:05:04.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.37899494,-2.77368259,-8.19894409,0.00779527,
Tue Feb 02 19:05:01 GMT+09:00 2021,02-2월-2021 19:05:05.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.42687893,-2.9005754,-8.22408295,0.01593006,
Tue Feb 02 19:05:02 GMT+09:00 2021,02-2월-2021 19:05:06.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.42807627,-2.85747981,-8.22168827,0.01448578,
Tue Feb 02 19:05:03 GMT+09:00 2021,02-2월-2021 19:05:07.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.45800352,-2.86585951,-8.17859268,0.01243317,
Tue Feb 02 19:05:04 GMT+09:00 2021,02-2월-2021 19:05:08.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.49152231,-2.96881008,-8.14986229,0.01468748,
Tue Feb 02 19:05:05 GMT+09:00 2021,02-2월-2021 19:05:09.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.40293694,-2.9101522,-8.06845951,0.00180435,
Tue Feb 02 19:05:06 GMT+09:00 2021,02-2월-2021 19:05:10.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.46039772,-2.92691159,-8.12352657,0.00969583,
Tue Feb 02 19:05:07 GMT+09:00 2021,02-2월-2021 19:05:11.312,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.57651663,-2.71741891,-8.11993504,0.00869137,
Tue Feb 02 19:05:08 GMT+09:00 2021,02-2월-2021 19:05:12.312,127.02639089897275,37.54807112272829,0.0,3.0,62.0,0.0,4.47835445,-2.66594362,-8.15465069,0.00553143,
Tue Feb 02 19:05:09 GMT+09:00 2021,02-2월-2021 19:05:13.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.44962406,-2.63721323,-8.15943909,0.00378799,
Tue Feb 02 19:05:10 GMT+09:00 2021,02-2월-2021 19:05:14.311,127.02639089897275,37.54807112272829,0.0,3.0,62.0,0.0,4.6674962,-2.51032043,-8.20971775,0.01509875,
Tue Feb 02 19:05:11 GMT+09:00 2021,02-2월-2021 19:05:15.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.5274353,-2.55221891,-8.29710579,0.01700991,
Tue Feb 02 19:05:12 GMT+09:00 2021,02-2월-2021 19:05:16.311,127.02639089897275,37.54807112272829,0.0,3.5,62.0,0.0,4.30716896,-2.19069457,-8.49103642,0.01489979,
Tue Feb 02 19:05:13 GMT+09:00 2021,02-2월-2021 19:05:17.311,127.02638888731599,37.54807309247553,0.61,3.5,62.0,275.8,3.29083014,-1.10252988,-9.24281597,0.025415,
Tue Feb 02 19:05:14 GMT+09:00 2021,02-2월-2021 19:05:18.311,127.02637706883252,37.54808063618839,1.15,3.0,62.0,275.2,3.11605358,-1.50954413,-8.7939024,-0.01759624,
Tue Feb 02 19:05:15 GMT+09:00 2021,02-2월-2021 19:05:19.311,127.02634496614337,37.548080552369356,4.0499997,3.5,62.0,268.3,3.49314022,-2.18590617,-9.31943035,0.05771536,
Tue Feb 02 19:05:16 GMT+09:00 2021,02-2월-2021 19:05:20.311,127.02628159895539,37.548085413873196,5.41,4.0,61.0,273.6,4.61362648,-2.57496405,-9.48462963,0.12572652,
Tue Feb 02 19:05:17 GMT+09:00 2021,02-2월-2021 19:05:21.311,127.02621839940548,37.5480885989964,5.8599997,4.0,60.0,274.5,3.15675497,-1.62446582,-8.9267807,-0.00170934,
Tue Feb 02 19:05:18 GMT+09:00 2021,02-2월-2021 19:05:22.311,127.02613801695406,37.548084198497236,6.89,3.5,59.0,272.9,3.93367338,-2.7665,-8.5484972,0.01883376,
Tue Feb 02 19:05:19 GMT+09:00 2021,02-2월-2021 19:05:23.311,127.0260569639504,37.5480825221166,8.099999,3.0,59.0,272.7,2.94606519,-2.73058701,-7.16105747,-0.14402413,
Tue Feb 02 19:05:20 GMT+09:00 2021,02-2월-2021 19:05:24.311,127.02596778050065,37.54808801226318,8.16,3.5,58.0,278.4,4.16591072,-2.59531474,-7.99064827,-0.02506912,
Tue Feb 02 19:05:21 GMT+09:00 2021,02-2월-2021 19:05:25.312,127.0258772559464,37.548097777180374,8.0,3.5,57.0,281.0,4.86262369,-2.54264212,-9.1518364,0.1067484,
Tue Feb 02 19:05:22 GMT+09:00 2021,02-2월-2021 19:05:26.312,127.0257905870676,37.54811018239707,7.74,3.0,56.0,280.3,4.5346179,-2.73178411,-8.47547436,0.03764933,
Tue Feb 02 19:05:23 GMT+09:00 2021,02-2월-2021 19:05:27.312,127.02570819295943,37.54812099505216,7.68,3.0,55.0,280.0,4.36462975,-2.81558108,-8.21330929,0.00960296,
Tue Feb 02 19:05:24 GMT+09:00 2021,02-2월-2021 19:05:28.311,127.02562848106027,37.54813344217837,7.21,3.0,54.0,280.6,4.12760353,-2.14759898,-8.6909523,0.02390212,
Tue Feb 02 19:05:25 GMT+09:00 2021,02-2월-2021 19:05:29.311,127.025551116094,37.54814320709556,6.72,3.0,54.0,278.2,3.90494299,-1.46285725,-8.61673164,-0.0051896,
Tue Feb 02 19:05:26 GMT+09:00 2021,02-2월-2021 19:05:30.311,127.0254715718329,37.548149451613426,6.73,3.5,53.0,276.7,3.53743291,-1.26533556,-8.79031181,-0.00653499,
Tue Feb 02 19:05:27 GMT+09:00 2021,02-2월-2021 19:05:31.312,127.02538414858282,37.548156743869185,7.99,2.5,53.0,273.8,4.02704716,-0.60333884,-8.88368511,0.01517332,
Tue Feb 02 19:05:28 GMT+09:00 2021,02-2월-2021 19:05:32.312,127.02528524212539,37.54816529341042,9.41,3.0,52.0,273.3,3.53264451,-2.18351197,-8.72327423,0.00385302,
Tue Feb 02 19:05:29 GMT+09:00 2021,02-2월-2021 19:05:33.312,127.02516856603324,37.548169610090554,11.0199995,2.5,51.0,273.2,3.61404753,-1.64242232,-8.81185913,0.00419551,
