time,Soc
407,0.973929724
408,0.973836255
409,0.973752636
410,0.97367691
411,0.973606728
412,0.973540771
413,0.97347802
414,0.973417817
415,0.973359852
416,0.973302988
417,0.973237849
418,0.973164679
419,0.973080113
420,0.972986627
421,0.972893094
422,0.972799522
423,0.972705931
424,0.972612333
425,0.972518731
426,0.972425135
427,0.972331547
428,0.97223797
429,0.972144406
430,0.972050864
431,0.971957354
432,0.97186389
433,0.97178376
434,0.971714795
435,0.971654028
436,0.971597173
437,0.971540343
438,0.971483506
439,0.971426959
440,0.971370745
441,0.971314843
442,0.971259225
443,0.971203872
444,0.971148762
445,0.971093873
446,0.971039188
447,0.970984387
448,0.970929274
449,0.970873467
450,0.970816305
451,0.970757182
452,0.970696243
453,0.970633588
454,0.97056927
455,0.97050329
456,0.970435651
457,0.970366416
458,0.970295589
459,0.970223237
460,0.970149441
461,0.970074344
462,0.969998098
463,0.96992091
464,0.969843003
465,0.96976462
466,0.969685963
467,0.969607239
468,0.969528664
469,0.969450401
470,0.969372632
471,0.969295521
472,0.969219208
473,0.969143829
474,0.969069484
475,0.968996233
476,0.968924101
477,0.968853139
478,0.968783344
479,0.968714726
480,0.968647258
481,0.968591466
482,0.968535048
483,0.968478219
484,0.968416739
485,0.968323255
486,0.968229593
487,0.968135808
488,0.968041943
489,0.967948028
490,0.967854085
491,0.967845007
492,0.967835929
493,0.96782685
494,0.967817772
495,0.967808694
496,0.967799616
497,0.967790538
498,0.967696602
499,0.967602686
500,0.967508798
501,0.967414946
502,0.96732114
503,0.967227393
504,0.967133717
505,0.967040128
506,0.966946639
507,0.966872009
508,0.966810734
509,0.966753887
510,0.966697059
511,0.96664028
512,0.96658383
513,0.966527
514,0.966470528
515,0.966414543
516,0.966358977
517,0.966303787
518,0.966248939
519,0.966194191
520,0.966138927
521,0.966083099
522,0.966025598
523,0.965965837
524,0.965903887
525,0.965839846
526,0.965773786
527,0.965705805
528,0.965636034
529,0.965564617
530,0.965491678
531,0.965417393
532,0.965341936
533,0.965265449
534,0.965188098
535,0.965110044
536,0.965031411
537,0.964952336
538,0.964872963
539,0.9647934
540,0.964713742
541,0.964634128
542,0.964554679
543,0.964475542
544,0.964396841
545,0.964297304
546,0.964199533
547,0.964103443
548,0.964008967
549,0.963915929
550,0.963824096
551,0.963733038
552,0.963642396
553,0.96355214
554,0.963462092
555,0.963372223
556,0.963282691
557,0.963193705
558,0.96310552
559,0.963018438
560,0.962932746
561,0.962848925
562,0.962767404
563,0.962688532
564,0.962612743
565,0.962540389
566,0.962471793
567,0.962407177
568,0.962346666
569,0.962290203
570,0.962235003
571,0.962180277
572,0.962125075
573,0.962069387
574,0.962013208
575,0.961956542
576,0.961899713
577,0.961814918
578,0.961721395
579,0.961627795
580,0.961534127
581,0.961440403
582,0.961346635
583,0.961252837
584,0.961159021
585,0.961065195
586,0.960971369
587,0.96087755
588,0.96078374
589,0.960689942
590,0.960596161
591,0.960502399
592,0.960408659
593,0.960314943
594,0.960221256
595,0.9601276
596,0.960033981
597,0.9599404
598,0.959846862
599,0.959753367
600,0.959662315
601,0.959582212
602,0.959509178
603,0.959441345
604,0.959377604
605,0.959317075
606,0.959259156
607,0.959202295
608,0.959145449
609,0.959089536
610,0.959033663
611,0.958977829
612,0.958922024
613,0.958866253
614,0.958810527
615,0.958754874
616,0.958699312
617,0.958643841
618,0.958588469
619,0.958533191
620,0.958477996
621,0.958422873
622,0.958367818
623,0.958312825
624,0.958257888
625,0.958203002
626,0.958148166
627,0.958093385
628,0.958038654
629,0.95798398
630,0.957929363
631,0.957874651
632,0.957819842
633,0.95776493
634,0.957709914
635,0.957654788
636,0.957599543
637,0.957544183
638,0.9574887
639,0.957433086
640,0.957377332
641,0.957321152
642,0.95726542
643,0.957210086
644,0.957155107
645,0.957100449
646,0.957045426
647,0.956989873
648,0.956933511
649,0.956874909
650,0.956814091
651,0.956751132
652,0.956686099
653,0.956619097
654,0.956550212
655,0.956479566
656,0.956407312
657,0.956333621
658,0.956258638
659,0.956182552
660,0.956105551
661,0.956027787
662,0.955949428
663,0.955870651
664,0.955791601
665,0.955712425
666,0.955633269
667,0.95555424
668,0.955475424
669,0.955396948
670,0.955318911
671,0.955241429
672,0.955164594
673,0.955105841
674,0.95505024
675,0.954995612
676,0.954940325
677,0.954884285
678,0.95482745
679,0.954767423
680,0.954673929
681,0.954580243
682,0.954486431
683,0.954392544
684,0.95429861
685,0.954289532
686,0.954280454
687,0.954271376
688,0.954262298
689,0.95425322
690,0.954244142
691,0.954235064
692,0.954225986
693,0.954216908
694,0.954207829
695,0.954198751
696,0.954189673
697,0.954180595
698,0.954171517
699,0.954162439
700,0.95406852
701,0.953974641
702,0.953880816
703,0.953787059
704,0.953693382
705,0.953599833
706,0.953524799
707,0.953467779
708,0.95341095
709,0.953354369
710,0.953298268
711,0.953242595
712,0.953187313
713,0.953132382
714,0.95307775
715,0.953022627
716,0.952966964
717,0.952910207
718,0.952851239
719,0.952790116
720,0.952726917
721,0.952661736
722,0.952594649
723,0.952525797
724,0.952455319
725,0.952383323
726,0.95230994
727,0.952235295
728,0.952159478
729,0.952082582
730,0.952004727
731,0.95192599
732,0.95184646
733,0.951766284
734,0.951685613
735,0.951604626
736,0.951523494
737,0.951415001
738,0.951307761
739,0.951202034
740,0.951097888
741,0.950995395
742,0.950894621
743,0.950795371
744,0.950697419
745,0.950600749
746,0.950505102
747,0.950410283
748,0.950316202
749,0.950222776
750,0.95012998
751,0.950037845
752,0.949946403
753,0.949855913
754,0.949766625
755,0.949678723
756,0.949592528
757,0.949508296
758,0.949426271
759,0.949346639
760,0.949269555
761,0.949195062
762,0.949123226
763,0.949054017
764,0.948987462
765,0.948923555
766,0.948862255
767,0.948803483
768,0.948747204
769,0.948691274
770,0.948634848
771,0.948578015
772,0.948521163
773,0.948453286
774,0.948359804
775,0.948266202
776,0.948172516
777,0.948078769
778,0.947984984
779,0.947891178
780,0.947797359
781,0.947703535
782,0.94760971
783,0.94751589
784,0.947422078
785,0.947328276
786,0.947234486
787,0.947140711
788,0.947046953
789,0.946953213
790,0.946859494
791,0.9467658
792,0.946672133
793,0.946578498
794,0.946484899
795,0.94639134
796,0.946297828
797,0.946204367
798,0.946124613
799,0.946054358
800,0.945990598
801,0.945896983
802,0.945806625
803,0.945744918
804,0.945688085
805,0.945631335
806,0.945575096
807,0.945519308
808,0.945463925
809,0.945408905
810,0.945354218
811,0.945299233
812,0.945243729
813,0.945187663
814,0.945129416
815,0.945069049
816,0.945006641
817,0.944942281
818,0.944876041
819,0.944808051
820,0.944738436
821,0.944667291
822,0.944594731
823,0.944520873
824,0.944445799
825,0.9443696
826,0.944292388
827,0.944214244
828,0.944135243
829,0.944055521
830,0.943975227
831,0.943894535
832,0.943813619
833,0.94367043
834,0.943526469
835,0.943382307
836,0.943238493
837,0.943095394
838,0.942953289
839,0.942812109
840,0.942671644
841,0.942531844
842,0.942392347
843,0.942252723
844,0.94211267
845,0.941971934
846,0.941830407
847,0.941688107
848,0.941545039
849,0.94140163
850,0.941258344
851,0.941115588
852,0.940974016
853,0.940834314
854,0.940697151
855,0.940563056
856,0.940432556
857,0.94030598
858,0.940183562
859,0.940065379
860,0.939951582
861,0.939842237
862,0.939737267
863,0.939635929
864,0.939538289
865,0.939351394
866,0.939165452
867,0.938980412
868,0.938796265
869,0.938612879
870,0.938430371
871,0.938248737
872,0.938067889
873,0.93788799
874,0.937709104
875,0.937531236
876,0.937354305
877,0.937178101
878,0.937002465
879,0.93682728
880,0.936652251
881,0.9364774
882,0.93630269
883,0.936127804
884,0.935952508
885,0.935776673
886,0.935600194
887,0.935422962
888,0.935245133
889,0.935066809
890,0.934887848
891,0.934708248
892,0.934528082
893,0.934347323
894,0.934165939
895,0.933983891
896,0.9338013
897,0.933652333
898,0.933504689
899,0.933358127
900,0.933212541
901,0.933067785
902,0.932923916
903,0.932780905
904,0.932638704
905,0.932497511
906,0.932357435
907,0.932218598
908,0.932081094
909,0.931944927
910,0.93181014
911,0.931676779
912,0.931544732
913,0.931414048
914,0.931284683
915,0.931156325
916,0.931028674
917,0.930901417
918,0.930774205
919,0.930646644
920,0.930518488
921,0.930389459
922,0.930259169
923,0.930127376
924,0.929993949
925,0.929858762
926,0.929721743
927,0.929582864
928,0.929442253
929,0.929327934
930,0.929212777
931,0.929096856
932,0.928980347
933,0.928863328
934,0.928745929
935,0.928628068
936,0.928509612
937,0.928390635
938,0.928271045
939,0.928150885
940,0.928030188
941,0.927908954
942,0.927787197
943,0.927665013
944,0.927542378
945,0.927419455
946,0.927296317
947,0.927172768
948,0.927048667
949,0.926923807
950,0.926798068
951,0.926671421
952,0.926544069
953,0.926416223
954,0.926288022
955,0.926159644
956,0.926031305
957,0.925903162
958,0.925775298
959,0.925647689
960,0.925520306
961,0.92540549
962,0.925289385
963,0.925172093
964,0.925053826
965,0.924934712
966,0.924814939
967,0.924694502
968,0.924573337
969,0.924451569
970,0.924329157
971,0.924206171
972,0.924082644
973,0.923958571
974,0.923833944
975,0.923708829
976,0.923583159
977,0.923457045
978,0.923330508
979,0.923203303
980,0.923075228
981,0.922946031
982,0.922815547
983,0.92268371
984,0.922550701
985,0.922416715
986,0.922281872
987,0.92214635
988,0.922010376
989,0.921874125
990,0.92173771
991,0.921601155
992,0.921464499
993,0.921279383
994,0.921095428
995,0.920912552
996,0.920730731
997,0.920549827
998,0.920369952
999,0.920191111
1000,0.920013237
1001,0.91983652
1002,0.919661065
1003,0.919486927
1004,0.919314083
1005,0.919142371
1006,0.918971667
1007,0.918801872
1008,0.918632699
1009,0.918464144
1010,0.918296128
1011,0.918128285
1012,0.917960318
1013,0.91779201
1014,0.91762316
1015,0.917453567
1016,0.917283295
1017,0.917112365
1018,0.916940574
1019,0.916767871
1020,0.916594286
1021,0.916419764
1022,0.916244258
1023,0.91606773
1024,0.915890301
1025,0.915704667
1026,0.915520098
1027,0.915336517
1028,0.915153881
1029,0.914972025
1030,0.914791026
1031,0.914610837
1032,0.914431323
1033,0.914252605
1034,0.914074698
1035,0.913897562
1036,0.913721072
1037,0.913544997
1038,0.913369173
1039,0.913193489
1040,0.913017666
1041,0.912841753
1042,0.91266575
1043,0.912489381
1044,0.912312472
1045,0.912134963
1046,0.911956824
1047,0.911777998
1048,0.911598681
1049,0.911419002
1050,0.911238843
1051,0.911058221
1052,0.910877229
1053,0.910695853
1054,0.910514075
1055,0.910331864
1056,0.910149346
1057,0.909792221
1058,0.909431983
1059,0.909068782
1060,0.908702444
1061,0.90833257
1062,0.907959216
1063,0.907582856
1064,0.907203589
1065,0.906821403
1066,0.906436725
1067,0.90604968
1068,0.905659935
1069,0.905267257
1070,0.904871897
1071,0.904474397
1072,0.904074836
1073,0.90367366
1074,0.90327094
1075,0.902866053
1076,0.902458161
1077,0.902046717
1078,0.901631207
1079,0.901210926
1080,0.900785954
1081,0.900356552
1082,0.8999221
1083,0.899482678
1084,0.899038255
1085,0.898588721
1086,0.898133824
1087,0.89767394
1088,0.897209866
1089,0.896756962
1090,0.896297156
1091,0.895830628
1092,0.895356868
1093,0.894875127
1094,0.894385306
1095,0.893888138
1096,0.893383717
1097,0.892871696
1098,0.892352508
1099,0.891825897
1100,0.891290627
1101,0.890745615
1102,0.890190677
1103,0.889626344
1104,0.889052727
1105,0.888471737
1106,0.887883768
1107,0.887288495
1108,0.886685282
1109,0.886074171
1110,0.885455581
1111,0.884829775
1112,0.88419822
1113,0.88356265
1114,0.882923506
1115,0.882282115
1116,0.881639545
1117,0.880996663
1118,0.880353931
1119,0.879712549
1120,0.879073826
1121,0.878275512
1122,0.877476344
1123,0.876680536
1124,0.87589136
1125,0.875112177
1126,0.874346796
1127,0.87360055
1128,0.872877662
1129,0.87218089
1130,0.871513504
1131,0.870877087
1132,0.870271378
1133,0.86969633
1134,0.86915792
1135,0.868656194
1136,0.868190018
1137,0.867757902
1138,0.86735773
1139,0.866985675
1140,0.866639642
1141,0.866318083
1142,0.866019337
1143,0.865741858
1144,0.865485646
1145,0.86525086
1146,0.865036804
1147,0.864843077
1148,0.864667962
1149,0.864510569
1150,0.864368983
1151,0.864241802
1152,0.864128119
1153,0.864042264
1154,0.863964206
1155,0.863893527
1156,0.8638301
1157,0.863773662
1158,0.863719031
1159,0.863663562
1160,0.863607131
1161,0.863550283
1162,0.863461078
1163,0.863367408
1164,0.863273595
1165,0.863179702
1166,0.863085768
1167,0.863076689
1168,0.863067611
1169,0.863058533
1170,0.863049455
1171,0.863040377
1172,0.863031299
1173,0.863022221
1174,0.862928278
1175,0.862834354
1176,0.862740456
1177,0.862646594
1178,0.862552778
1179,0.862459019
1180,0.862365329
1181,0.86227172
1182,0.862262642
1183,0.862253564
1184,0.862244486
1185,0.862235408
1186,0.86222633
1187,0.862217251
1188,0.862208173
1189,0.862199095
1190,0.862190017
1191,0.862180939
1192,0.862171861
1193,0.862078098
1194,0.861993506
1195,0.861936677
1196,0.86188077
1197,0.861824863
1198,0.861768955
1199,0.861713048
1200,0.861657141
1201,0.861601234
1202,0.861545327
1203,0.861489419
1204,0.861433512
1205,0.861376671
1206,0.861315051
1207,0.861221471
1208,0.861127659
1209,0.861118581
1210,0.861109502
1211,0.861100424
1212,0.861091346
1213,0.861082268
1214,0.86107319
1215,0.861064112
1216,0.861055034
1217,0.861045956
1218,0.861036878
1219,0.8610278
1220,0.861018722
1221,0.861009643
1222,0.861000565
1223,0.860991487
1224,0.860982409
1225,0.860973331
1226,0.860964253
1227,0.860955175
1228,0.860861253
1229,0.860767383
1230,0.860673594
1231,0.860579919
1232,0.860486393
1233,0.860416852
1234,0.860360006
1235,0.860303176
1236,0.860246974
1237,0.860191324
1238,0.860136158
1239,0.860081425
1240,0.860026371
1241,0.859970643
1242,0.859913134
1243,0.859853038
1244,0.859790477
1245,0.859716207
1246,0.859639482
1247,0.859560334
1248,0.859478887
1249,0.859395282
1250,0.859309656
1251,0.859222078
1252,0.859132664
1253,0.859041689
1254,0.85894937
1255,0.858856045
1256,0.858762098
1257,0.858667944
1258,0.858573947
1259,0.858480467
1260,0.858387804
1261,0.858296334
1262,0.858206377
1263,0.858118194
1264,0.858032095
1265,0.857948288
1266,0.857866947
1267,0.857788216
1268,0.857712161
1269,0.857638804
1270,0.857568083
1271,0.857499859
1272,0.857433975
1273,0.857370276
1274,0.857308527
1275,0.857248495
1276,0.857189955
1277,0.857096112
1278,0.857002195
1279,0.856993117
1280,0.856984039
1281,0.856974961
1282,0.856965883
1283,0.856956805
1284,0.856947727
1285,0.856938649
1286,0.856929571
1287,0.856920493
1288,0.856911414
1289,0.856902336
1290,0.856893258
1291,0.85688418
1292,0.856875102
1293,0.856866024
1294,0.856772091
1295,0.856678217
1296,0.856584432
1297,0.856490772
1298,0.856397273
1299,0.85633206
1300,0.856275225
1301,0.856218528
1302,0.856162427
1303,0.856106842
1304,0.85605171
1305,0.855996978
1306,0.855941987
1307,0.855886399
1308,0.855829684
1309,0.855772289
1310,0.855713344
1311,0.855652958
1312,0.855591269
1313,0.855528361
1314,0.855464271
1315,0.855398963
1316,0.855332421
1317,0.855264712
1318,0.855195847
1319,0.855125916
1320,0.855055033
1321,0.854983366
1322,0.854911079
1323,0.854838375
1324,0.854765457
1325,0.854692548
1326,0.854619813
1327,0.854547402
1328,0.854475485
1329,0.854404174
1330,0.854333594
1331,0.854263866
1332,0.854195094
1333,0.854127363
1334,0.854060726
1335,0.853995187
1336,0.853930725
1337,0.853867344
1338,0.853804979
1339,0.853743577
1340,0.853683053
1341,0.853590509
1342,0.853500804
1343,0.85341356
1344,0.853328432
1345,0.853245008
1346,0.853162841
1347,0.853081332
1348,0.853000008
1349,0.852918744
1350,0.852837334
1351,0.852755734
1352,0.852674135
1353,0.852592858
1354,0.852512341
1355,0.852433069
1356,0.852355509
1357,0.852280282
1358,0.852207965
1359,0.852139066
1360,0.852074189
1361,0.85201378
1362,0.851957844
1363,0.851903046
1364,0.851847892
1365,0.851792026
1366,0.851735361
1367,0.851678515
1368,0.851604312
1369,0.85151074
1370,0.851417025
1371,0.851323214
1372,0.851229341
1373,0.851135499
1374,0.85104164
1375,0.850947769
1376,0.85085389
1377,0.850760004
1378,0.850666114
1379,0.850572226
1380,0.850478344
1381,0.85038447
1382,0.850290611
1383,0.85019677
1384,0.850102948
1385,0.850009147
1386,0.849915368
1387,0.849821612
1388,0.849727883
1389,0.849634181
1390,0.849540511
1391,0.849446878
1392,0.849353284
1393,0.849259736
1394,0.849166237
1395,0.849075702
1396,0.848996698
1397,0.848925339
1398,0.84885899
1399,0.848796296
1400,0.848736467
1401,0.848678845
1402,0.848621983
1403,0.848565132
1404,0.848508291
1405,0.848414434
1406,0.848320527
1407,0.848226586
1408,0.848217508
1409,0.84820843
1410,0.848199352
1411,0.848190274
1412,0.848181196
1413,0.848172117
1414,0.848163039
1415,0.848153961
1416,0.848144883
1417,0.848135805
1418,0.848126727
1419,0.848117649
1420,0.848108571
1421,0.848099493
1422,0.848005573
1423,0.84791171
1424,0.847817929
1425,0.847724265
1426,0.847630755
1427,0.847563604
1428,0.847506762
1429,0.847449969
1430,0.847393763
1431,0.847338062
1432,0.8472828
1433,0.847227923
1434,0.847173188
1435,0.847117925
1436,0.847062087
1437,0.846995863
1438,0.846927598
1439,0.846857397
1440,0.846785417
1441,0.846711786
1442,0.846636597
1443,0.846559876
1444,0.846481667
1445,0.846402093
1446,0.846321243
1447,0.846239295
1448,0.846156453
1449,0.84607298
1450,0.845989119
1451,0.845905146
1452,0.845821312
1453,0.845737908
1454,0.845655157
1455,0.845573256
1456,0.84549244
1457,0.845412885
1458,0.845334774
1459,0.845258272
1460,0.845183535
1461,0.845110691
1462,0.845039802
1463,0.844970859
1464,0.844903824
1465,0.844838662
1466,0.84477525
1467,0.844713464
1468,0.844653143
1469,0.844593342
1470,0.84449985
1471,0.844406156
1472,0.844312317
1473,0.844218391
1474,0.844209313
1475,0.844200235
1476,0.844191157
1477,0.844182079
1478,0.844173001
1479,0.844163923
1480,0.844154844
1481,0.844145766
1482,0.844136688
1483,0.84412761
1484,0.844118532
1485,0.844109454
1486,0.844100376
1487,0.844006434
1488,0.843912538
1489,0.843818714
1490,0.843724987
1491,0.843631387
1492,0.843542997
1493,0.843481639
1494,0.843424807
1495,0.843368105
1496,0.843311938
1497,0.84325623
1498,0.843200922
1499,0.84314597
1500,0.843091342
1501,0.843036627
1502,0.842981706
1503,0.842926297
1504,0.84287038
1505,0.842812873
1506,0.842753435
1507,0.842692076
1508,0.84262881
1509,0.842563703
1510,0.842496767
1511,0.842428068
1512,0.842357678
1513,0.842285723
1514,0.842212329
1515,0.84213767
1516,0.842061949
1517,0.841985386
1518,0.841908162
1519,0.841830476
1520,0.84175253
1521,0.84167448
1522,0.841596508
1523,0.841518791
1524,0.841441463
1525,0.841364666
1526,0.841288516
1527,0.841213089
1528,0.841138438
1529,0.841064642
1530,0.840991738
1531,0.840919781
1532,0.840848796
1533,0.840749223
1534,0.840651825
1535,0.840556385
1536,0.840462707
1537,0.840370491
1538,0.840279397
1539,0.840188905
1540,0.840098606
1541,0.840008467
1542,0.839918345
1543,0.839828269
1544,0.839738485
1545,0.839649307
1546,0.839561093
1547,0.839474226
1548,0.83938906
1549,0.83930613
1550,0.839225895
1551,0.839148722
1552,0.839075074
1553,0.839005345
1554,0.838939858
1555,0.838878816
1556,0.838822308
1557,0.8387672
1558,0.838712346
1559,0.838656939
1560,0.838600955
1561,0.838544364
1562,0.838487535
1563,0.838429541
1564,0.838358155
1565,0.8382644
1566,0.838170607
1567,0.838076789
1568,0.837982949
1569,0.837889091
1570,0.83779522
1571,0.837701343
1572,0.837607465
1573,0.837513591
1574,0.837419725
1575,0.837325874
1576,0.837232038
1577,0.837138217
1578,0.837044415
1579,0.836950633
1580,0.836856874
1581,0.836763138
1582,0.83666943
1583,0.836575754
1584,0.836482113
1585,0.836388513
1586,0.836294956
1587,0.836201444
1588,0.836107975
1589,0.836024356
1590,0.83594863
1591,0.835878447
1592,0.835812491
1593,0.83574974
1594,0.835689537
1595,0.835631572
1596,0.835574708
1597,0.835509569
1598,0.835436399
1599,0.835351833
1600,0.835258347
1601,0.835164814
1602,0.835071242
1603,0.834977651
1604,0.834884053
1605,0.834790451
1606,0.834696855
1607,0.834603267
1608,0.83450969
1609,0.834416126
1610,0.834322584
1611,0.834229074
1612,0.83413561
1613,0.83405548
1614,0.833986515
1615,0.833925748
1616,0.833868893
1617,0.833812063
1618,0.833755226
1619,0.833698679
1620,0.833642465
1621,0.833586563
1622,0.833530945
1623,0.833475592
1624,0.833420482
1625,0.833365593
1626,0.833310908
1627,0.833256107
1628,0.833200994
1629,0.833145187
1630,0.833088025
1631,0.833028902
1632,0.832967963
1633,0.832905308
1634,0.83284099
1635,0.83277501
1636,0.832707371
1637,0.832638136
1638,0.832567309
1639,0.832494957
1640,0.832421161
1641,0.832346064
1642,0.832269818
1643,0.83219263
1644,0.832114723
1645,0.83203634
1646,0.831957683
1647,0.831878959
1648,0.831800384
1649,0.831722121
1650,0.831644352
1651,0.831567241
1652,0.831490928
1653,0.831415549
1654,0.831341204
1655,0.831267953
1656,0.831195821
1657,0.831124859
1658,0.831055064
1659,0.830986446
1660,0.830918978
1661,0.830863186
1662,0.830806768
1663,0.830749939
1664,0.830688459
1665,0.830594975
