1.0,37.565777,127.04006,0.0,A
2.0,37.565777,127.04006,0.0,
3.0,37.565777,127.04006,0.0,
4.0,37.565777,127.04006,0.0,
5.0,37.565777,127.04006,0.0,
6.0,37.565777,127.04006,0.0,
7.0,37.565777,127.04006,0.0,
8.0,37.565777,127.04006,0.0,
9.0,37.565777,127.04006,0.0,
10.0,37.565777,127.04006,0.0,
11.0,37.565777,127.04006,0.0,
12.0,37.565777,127.04006,0.0,
13.0,37.565777,127.04006,0.0,
14.0,37.565777,127.04006,0.0,
15.0,37.565777,127.04006,0.0,
16.0,37.565777,127.04006,0.0,
17.0,37.565777,127.04006,0.0,
18.0,37.565777,127.04006,0.0,
19.0,37.565777,127.04006,0.0,
20.0,37.565777,127.04006,0.0,
21.0,37.565777,127.04006,0.0,
22.0,37.565777,127.04006,0.0,
23.0,37.565777,127.04006,0.0,
24.0,37.565777,127.04006,0.0,
25.0,37.565777,127.04006,0.0,
26.0,37.565777,127.04006,0.0,
27.0,37.565777,127.04006,0.0,
28.0,37.565777,127.04006,0.0,
29.0,37.565777,127.04006,0.0,
30.0,37.565777,127.04006,0.0,
31.0,37.565777,127.04006,0.0,
32.0,37.565777,127.04006,0.0,
33.0,37.565777,127.04006,0.0,
34.0,37.565777,127.04006,0.0,
35.0,37.565777,127.04006,0.0,
36.0,37.565777,127.04006,0.0,
37.0,37.565777,127.04006,0.0,
38.0,37.565777,127.04006,0.0,
39.0,37.565777,127.04006,0.0,
40.0,37.565777,127.04006,0.0,
41.0,37.565777,127.04006,0.0,
42.0,37.565777,127.04006,0.0,
43.0,37.565777,127.04006,0.0,
44.0,37.565777,127.04006,0.0,
45.0,37.565777,127.04006,0.0,
46.0,37.565777,127.04006,0.0,
47.0,37.565777,127.04006,0.0,
48.0,37.565777,127.04006,0.0,
49.0,37.565777,127.04006,0.0,
50.0,37.565777,127.04006,0.0,
51.0,37.565777,127.04006,0.0,
52.0,37.565777,127.04006,0.0,
53.0,37.565777,127.04006,0.0,
54.0,37.565777,127.04006,0.0,
55.0,37.565777,127.04006,0.0,
56.0,37.565777,127.04006,0.0,
57.0,37.565777,127.04006,0.0,
58.0,37.565777,127.04006,0.0,
59.0,37.565777,127.04006,0.0,
60.0,37.565777,127.04006,0.0,
61.0,37.565777,127.04006,0.0,
62.0,37.565777,127.04006,0.0,
63.0,37.565777,127.04006,0.0,
64.0,37.565777,127.04006,0.0,
65.0,37.56576,127.040054,0.66999996,
66.0,37.56575,127.04005,0.66999996,
67.0,37.565742,127.040054,0.55,
68.0,37.565735,127.04005,0.0,B
69.0,37.565735,127.04005,0.0,
70.0,37.56572,127.040054,1.93,
71.0,37.565693,127.04007,3.37,
72.0,37.565674,127.0401,3.29,
73.0,37.565655,127.04013,2.74,
74.0,37.565647,127.04016,2.03,
75.0,37.56564,127.04018,1.05,
76.0,37.565636,127.040184,0.35,
77.0,37.56564,127.04019,0.21,
78.0,37.565636,127.04019,0.26,
79.0,37.565628,127.04019,0.0,C
80.0,37.565628,127.04019,0.0,
81.0,37.565628,127.04019,0.0,
82.0,37.565628,127.04019,0.0,
83.0,37.565628,127.04019,0.0,
84.0,37.565628,127.04019,0.0,
85.0,37.565628,127.04019,0.0,
86.0,37.565628,127.04019,0.0,
87.0,37.565628,127.04019,0.0,
88.0,37.565628,127.04019,0.0,
89.0,37.565628,127.04019,0.71999997,
90.0,37.56563,127.0402,1.4599999,
91.0,37.565628,127.04022,1.87,
92.0,37.56562,127.040245,2.48,
93.0,37.565613,127.040276,4.75,
94.0,37.565598,127.04034,5.85,
95.0,37.565586,127.04041,6.75,
96.0,37.565575,127.04049,6.67,
97.0,37.56556,127.04057,8.2699995,
98.0,37.56554,127.04067,8.91,
99.0,37.565525,127.040764,9.21,
100.0,37.565517,127.04088,9.16,
101.0,37.565514,127.04098,8.32,
102.0,37.56551,127.04107,7.79,
103.0,37.565506,127.04115,6.39,
104.0,37.5655,127.04122,5.1099997,
105.0,37.565487,127.041275,4.42,
106.0,37.56548,127.04132,3.74,
107.0,37.56547,127.04135,2.29,
108.0,37.565468,127.04136,0.35,
109.0,37.565468,127.04136,0.24,
110.0,37.565468,127.04136,0.0,D
111.0,37.565468,127.04136,0.0,
112.0,37.565468,127.04136,0.0,
113.0,37.565468,127.04136,0.0,
114.0,37.565468,127.04136,0.0,
115.0,37.565468,127.04136,0.0,
116.0,37.56547,127.04135,0.01,
117.0,37.56547,127.04136,0.01,
118.0,37.565475,127.04136,0.03,
119.0,37.565475,127.04136,0.0,E
120.0,37.565475,127.04136,0.0,
121.0,37.565475,127.04136,0.0,
122.0,37.565475,127.04136,0.0,
123.0,37.565475,127.04136,0.0,
124.0,37.565475,127.04136,0.0,
125.0,37.565475,127.04136,0.0,
126.0,37.565475,127.04136,0.0,
127.0,37.565475,127.04136,0.0,
128.0,37.565475,127.04136,0.0,
129.0,37.565475,127.04136,0.0,
130.0,37.565475,127.04136,0.0,
131.0,37.565475,127.04136,0.0,
132.0,37.565475,127.04136,0.0,
133.0,37.565475,127.04136,0.0,
134.0,37.565475,127.04136,0.0,
135.0,37.565475,127.04136,0.0,
136.0,37.565475,127.04135,0.0,
137.0,37.565475,127.04135,0.0,
138.0,37.565475,127.04135,0.19999999,
139.0,37.565475,127.04136,1.02,
140.0,37.56547,127.04138,2.3899999,
141.0,37.565468,127.04141,3.6899998,
142.0,37.565464,127.041466,5.02,
143.0,37.565456,127.041534,6.02,
144.0,37.56544,127.0416,6.7,
145.0,37.56543,127.04168,7.3799996,
146.0,37.56542,127.04176,8.01,
147.0,37.565422,127.041855,8.679999,
148.0,37.565437,127.041954,8.78,
149.0,37.565475,127.04204,9.48,
150.0,37.565525,127.04213,10.45,
151.0,37.565594,127.04222,10.88,
152.0,37.565655,127.04232,11.46,
153.0,37.56572,127.04241,11.889999,
154.0,37.565784,127.04253,12.19,
155.0,37.56585,127.04263,12.59,
156.0,37.56592,127.04275,12.929999,
157.0,37.56599,127.04287,12.87,
158.0,37.566067,127.042984,12.469999,
159.0,37.566135,127.0431,12.349999,
160.0,37.566196,127.043205,12.03,
161.0,37.566265,127.04331,11.5199995,
162.0,37.566326,127.0434,11.05,
163.0,37.566387,127.043495,10.48,
164.0,37.566437,127.043594,9.9,
165.0,37.566483,127.04369,9.599999,
166.0,37.56653,127.04378,8.67,
167.0,37.566574,127.04386,8.79,
168.0,37.566624,127.04394,8.78,
169.0,37.566658,127.04402,8.05,
170.0,37.56668,127.04411,7.66,
171.0,37.56669,127.044205,8.29,
172.0,37.56668,127.044304,8.8,
173.0,37.566658,127.0444,9.139999,
174.0,37.56662,127.044495,9.41,
175.0,37.566574,127.04459,9.61,
176.0,37.566525,127.044685,9.08,
177.0,37.56648,127.04477,7.83,
178.0,37.566437,127.044846,7.7999997,
179.0,37.5664,127.044914,8.0,
180.0,37.56635,127.045,9.08,
181.0,37.566296,127.0451,9.849999,
182.0,37.566242,127.04519,10.58,
