time,Pbatt,q,der(q),Soc
120,0,0,0,1
121,4875.380775550947,0,92.22815362153824,1
122,4299.787453897494,92.22815362153824,81.20411033928076,0.9998719053421923
123,4805.4078569896,173.4322639608189,90.8860072289126,0.99975912185561
124,5446.471031259259,264.3182711897317,103.202944270678,0.9996328912900143
125,6145.739399822089,367.5212154604095,116.6916981175086,0.9994895538674161
126,6677.777569356054,484.2129135779181,126.9924288282391,0.9993274820644751
127,7134.446069886061,611.2053424061571,135.8602641975499,0.9991511036911025
128,7593.782862953281,747.0656066037066,144.8046639665095,0.998962408879717
129,7946.328366655148,891.8702705702162,151.6865453542382,0.9987612912908747
130,8426.716994826347,1043.556815924454,161.0879009218979,0.9985506155334383
131,8698.737568276405,1204.644716846352,166.4237398853707,0.9983268823377133
132,8775.813766547002,1371.068456731722,167.9372603322818,0.9980957382545392
133,8866.289950165839,1539.005717064005,169.7148309893232,0.9978624920596333
134,8764.761630754972,1708.720548053328,167.7201888967043,0.9976267770165926
135,8717.018230603069,1876.440736950032,166.7826462563671,0.9973938323097916
136,8588.608537724238,2043.223383206399,164.2624193470565,0.9971621897455466
137,8294.038337064563,2207.485802553455,158.4885699927486,0.9969340474964535
138,8109.564866115702,2365.974372546206,154.8780317904079,0.9967139244825748
139,8083.893024503628,2520.852404336614,154.375902591632,0.9964988161050881
140,7953.714157361927,2675.228306928247,151.8308784040578,0.9962844051292663
141,7782.565268183832,2827.059185332304,148.4879601230573,0.9960735289092607
142,7593.715154488646,2975.547145455361,144.8033436793744,0.9958672956313119
143,7289.472902619587,3120.350489134734,138.8762267435795,0.9956661798762017
144,7019.713114174856,3259.226715878312,133.6300180594671,0.9954732962279468
145,6673.964721390493,3392.856733937778,126.9184915943888,0.9952876989806421
146,6351.225676578876,3519.775225532166,120.6662002159578,0.9951114232978721
147,5911.176841519219,3640.441425748121,112.1607676090375,0.9949438313531276
148,5315.445241826807,3752.60219335716,100.6817107627562,0.9947880525092261
time,Pbatt,q,der(q),Soc
150,0,0,0,1
151,5804.164945591263,0,110.0957758289996,1
152,333.4902440896543,110.0957758289996,6.227621459739112,0.9998470892002375
153,183.9417357640193,116.3233972887387,3.433508350760803,0.999838439725988
154,82.47091621761336,119.7569056394995,1.538990002601622,0.9998336709643896
155,-529.844325598979,121.2958956421012,-9.870613684382988,0.9998315334782748
156,-1072.135121075532,111.4252819577182,-19.94315829428206,0.9998452426639476
157,-1131.447795631056,91.48212366343614,-21.0430098789725,0.9998729414949119
158,-1182.567370909414,70.43911378446367,-21.99064668982692,0.9999021678975216
159,-1145.629612912469,48.44846709463675,-21.30593414689383,0.9999327104623685
