time,v
2495,10.569419860839844
2496,10.537239710489908
2497,10.479024251302084
2498,10.408994886610243
2499,10.295051998562283
2500,10.139082802666557
2501,9.941801495022244
2502,9.708113140530056
2503,9.444993336995443
2504,9.150988260904947
2505,8.846801651848686
2506,8.54205290476481
2507,8.25415399339464
2508,7.986672189500597
2509,7.7252451578776045
2510,7.442575560675727
2511,7.129156324598524
2512,6.785241232977973
2513,6.421603096856011
2514,6.036742528279622
2515,5.638864305284288
2516,5.2502324846055775
2517,4.876251220703125
2518,4.51524469587538
2519,4.1693464914957685
2520,3.844497468736437
2521,3.5437689887152777
2522,3.280573421054416
2523,3.0719084209865994
2524,2.9368755552503796
2525,0.8045906490749783
2526,0.5607705646091037
2527,0.4105567932128906
2528,0.3451453314887153
2529,0.3494283888075087
2530,0.40748172336154515
2531,0.5133109622531467
2532,0.6566577487521701
2533,0.8413102891710069
2534,1.0653850767347548
2535,1.3265604443020291
2536,1.6205946604410808
2537,1.9318628311157227
2538,2.2527011235555015
2539,2.594988081190321
2540,2.9511319266425238
2541,3.3196449279785156
2542,3.709214528401693
2543,4.1098001268174915
2544,4.526390499538845
2545,4.970586564805773
2546,5.4476907518174915
2547,5.951439009772407
2548,6.467571258544922
2549,6.95877022213406
2550,7.4102528889973955
2551,7.820348209804958
2552,8.202527893914116
2553,8.556249406602648
2554,8.873973422580296
2555,3.08784908718533
2556,2.576481501261393
2557,2.2324286566840277
2558,2.043526437547472
2559,1.9879992802937825
2560,2.0484675301445856
2561,2.192905214097765
2562,2.390775680541992
2563,2.6417583889431424
2564,2.943695386250814
2565,3.307699097527398
2566,3.721852832370334
2567,4.1578790876600475
2568,4.622050921122233
2569,5.128836101955837
2570,5.666098064846462
2571,6.2139871385362415
2572,6.769500308566624
2573,7.316943804423015
2574,7.861609988742405
2575,8.417153358459473
2576,8.999185562133789
2577,9.606875313652885
2578,10.21452162000868
2579,10.774928198920357
2580,11.25807656182183
2581,11.65523952907986
2582,11.9779904683431
2583,12.241876390245226
2584,12.446086671617296
2585,9.768052630954319
2586,9.987237718370226
2587,10.132964452107748
2588,10.234489440917969
2589,10.283036761813694
2590,10.311320622762045
2591,10.325786802503798
2592,10.310633977254232
2593,10.267154905531141
2594,10.196685791015625
2595,10.123102400037977
2596,10.042686462402344
2597,9.965329700046116
2598,9.901249143812391
2599,9.840526580810547
2600,9.767169952392578
2601,9.67195298936632
2602,9.551581276787651
2603,9.414436552259657
2604,9.260426627265083
2605,9.083473417494032
2606,8.891944885253906
2607,8.691989580790201
2608,8.48719596862793
2609,8.285706837972006
2610,8.099784851074219
2611,7.928077909681532
2612,7.76631408267551
2613,7.617611355251736
2614,7.496648894415961
2615,0.6988959842258029
2616,0.4696496327718099
2617,0.33310413360595703
2618,0.278574095831977
2619,0.2888600031534831
2620,0.34637027316623265
2621,0.44330596923828125
2622,0.569242901272244
2623,0.7281865013970269
2624,0.9175464842054579
2625,1.1333359612358942
2626,1.3744391335381403
2627,1.6274521085951064
2628,1.8860917621188693
2629,2.164642016092936
2630,2.45731618669298
2631,2.76579221089681
2632,3.100083669026693
2633,3.4501706229315863
2634,3.821007940504286
2635,4.224470456441243
2636,4.666352272033691
2637,5.1393381754557295
2638,5.62975353664822
2639,6.100431018405491
2640,6.537125375535753
2641,6.93919923570421
2642,7.320915857950847
2643,7.6820119222005205
2644,8.01566547817654
2645,10.538680818345812
2646,10.728222529093424
2647,10.847818586561415
2648,10.931437810262045
2649,10.972661972045898
2650,10.997912089029947
2651,11.005566914876303
2652,10.984381569756401
2653,10.940879185994467
2654,10.881491767035591
2655,10.830958684285482
2656,10.783973269992405
2657,10.755926767985025
2658,10.760039223564995
2659,10.781735314263237
2660,10.800885094536675
2661,10.797689225938585
2662,10.761578877766928
2663,10.70065074496799
2664,10.614931318495008
2665,10.495004653930664
2666,10.344571007622612
2667,10.166564517550999
2668,9.965035120646158
2669,9.75496080186632
2670,9.556083679199219
2671,9.36544418334961
2672,9.181360668606228
2673,9.011768764919704
2674,8.871269226074219
2675,10.411808225843641
2676,9.666007359822592
2677,8.804947005377876
2678,7.845647599962023
2679,6.810608969794379
2680,5.748638576931423
2681,4.715021981133355
2682,3.745244344075521
2683,2.8599781460232205
2684,2.066969871520996
2685,1.36432064904107
2686,0.7834741804334853
2687,0.33814642164442277
2688,0.030473073323567707
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,0.10105027092827691
2694,0.2745029661390517
2695,0.4519118203057183
2696,0.6215588251749674
2697,0.7860453923543295
2698,0.9549506505330404
2699,1.1516221364339192
2700,1.3829427295260959
2701,1.6513750288221571
2702,1.9517045550876193
2703,2.272610664367676
2704,2.6083495881822376
2705,0.34709718492296004
2706,0.7465484407212999
2707,1.1995670530531142
2708,1.7044284608629015
2709,2.2494819429185657
2710,2.831202083163791
2711,3.4318182203504772
2712,4.01875548892551
2713,4.580065939161512
2714,5.114847289191352
2715,5.628841188218859
2716,6.110397974650065
2717,6.558272043863933
2718,6.97251902686225
2719,7.357441584269206
2720,7.708220481872559
2721,8.013573752509224
2722,8.273127343919542
2723,8.47585572136773
2724,8.62680329216851
2725,8.727583885192871
2726,8.78169854482015
2727,8.793629540337456
2728,8.774433665805393
2729,8.717927932739258
2730,8.639205826653374
2731,8.55281670888265
2732,8.46502939860026
2733,8.378364245096842
2734,8.3061859342787
2735,0.7214599185519748
2736,0.33438629574245876
2737,0.021944046020507812
2738,0.0
