time,Pbatt,q,der(q),Soc
180,0,0,0,1
181,-4058.670281341064,0,-74.88449223731232,1
182,-3279.861726414847,-74.88449223731232,-60.64256640912981,1.000104006239219
183,-2468.482244091949,-135.5270586464422,-45.74149200310785,1.000188232025898
184,-1615.828721475605,-181.26855064955,-30.01162574693672,1.000251761875902
185,-855.727405335713,-211.2801763964867,-15.92720148059107,1.00029344468944
186,-178.4320898294706,-227.2073778770777,-3.327304518406891,1.000315565802607
187,188.3762154688848,-230.5346823954846,3.516327088029811,1.000320187058883
188,319.0853888815253,-227.0183553074548,5.958384470999135,1.00031530327126
189,349.7530120330132,-221.0599708364557,6.531610214346074,1.000307027737273
190,350,-214.5283606221096,6.536227203889666,1.00029795605642
191,350,-207.9921334182199,6.536227203889666,1.000288877963081
192,350,-201.4559062143302,6.536227203889666,1.000279799869742
193,350,-194.9196790104406,6.536227203889666,1.000270721776403
194,350,-188.3834518065509,6.536227203889666,1.000261643683064
195,350,-181.8472246026612,6.536227203889666,1.000252565589726
196,350,-175.3109973987716,6.536227203889666,1.000243487496387
197,350,-168.7747701948819,6.536227203889666,1.000234409403048
198,350,-162.2385429909922,6.536227203889666,1.00022533130971
199,350,-155.7023157871026,6.536227203889666,1.000216253216371
200,350,-149.1660885832129,6.536227203889666,1.000207175123032
201,350,-142.6298613793232,6.536227203889666,1.000198097029694
202,8852.578539311669,-136.0936341754336,169.4453812918036,1.000189018936355
203,9701.60934601802,33.35174711637005,186.1733878501263,0.9999536781290049
204,12397.67280447057,219.5251349664964,239.8889249029739,0.9996951039792132
205,5641.872433658936,459.4140598694705,106.9665518541701,0.9993619249168479
206,3658.401289674922,566.3806117236409,68.96360294637452,0.999213360261495
207,3992.807495079717,635.3442146700156,75.33985532619954,0.9991175774796249
208,4109.572218593607,710.6840699962147,77.56917984874781,0.9990129387916719
time,Pbatt,q,der(q),Soc
210,0,0,0,1
211,2136.169857858778,0,40.09384305723052,1
212,2232.572490965955,40.09384305723052,41.91468691793625,0.9999443141068649
213,3018.908643807898,82.00852997516679,56.80452758661568,0.9998860992639234
214,3934.055450534624,138.8130575617825,74.21870866152449,0.9998072040867197
215,4054.162782730811,213.0317662233071,76.5110887374849,0.9997041225469121
216,4263.596364191499,289.5428549607921,80.51220303912714,0.9995978571458878
217,4628.288374446776,370.0550579999193,87.49115661058295,0.9994860346416667
218,349.7227795125574,457.5462146105021,6.531045072957568,0.9993645191463744
219,349.999430009456,464.0772596834599,6.536216548948687,0.9993554482504395
220,349.3557359291593,470.6134762324088,6.524183875580093,0.9993463701718994
