1.0,37.565636,127.04008,0.0,A
2.0,37.565636,127.04008,0.0,
3.0,37.565636,127.04008,0.0,
4.0,37.565636,127.04008,0.0,
5.0,37.565636,127.04008,0.0,
6.0,37.565636,127.04008,0.0,
7.0,37.565636,127.04008,0.0,
8.0,37.565636,127.04008,0.0,
9.0,37.565636,127.04008,0.0,
10.0,37.565636,127.04008,0.0,
11.0,37.565636,127.04008,0.0,
12.0,37.565636,127.04008,0.0,
13.0,37.56563,127.040085,0.71999997,
14.0,37.56563,127.0401,1.6999999,
15.0,37.56563,127.04014,3.6599998,
16.0,37.56563,127.0402,4.77,
17.0,37.565624,127.04028,7.0,
18.0,37.565617,127.04037,7.8599997,
19.0,37.565613,127.040474,8.84,
20.0,37.565605,127.04059,9.94,
21.0,37.56559,127.0407,9.98,
22.0,37.56557,127.040825,9.69,
23.0,37.565556,127.040924,8.44,
24.0,37.56555,127.041016,7.3999996,
25.0,37.565548,127.0411,6.35,
26.0,37.565544,127.04117,5.98,
27.0,37.56554,127.04123,5.0899997,
28.0,37.565533,127.04128,4.0499997,
29.0,37.56552,127.04131,2.8999999,
30.0,37.565517,127.041336,1.51,
31.0,37.565517,127.04134,0.64,
32.0,37.565514,127.04135,0.42999998,
33.0,37.565517,127.04135,0.19999999,
34.0,37.565514,127.04135,0.0,B
35.0,37.565514,127.04135,0.0,
36.0,37.565514,127.04135,0.0,
37.0,37.565514,127.04135,0.0,
38.0,37.565514,127.04135,0.0,
39.0,37.565514,127.04135,0.0,
40.0,37.565514,127.04135,0.0,
41.0,37.565514,127.04135,0.0,
42.0,37.565514,127.04135,0.0,
43.0,37.565514,127.04135,0.0,
44.0,37.565514,127.04135,0.0,
45.0,37.565514,127.04135,0.0,
46.0,37.565514,127.04135,0.0,
47.0,37.565514,127.04135,0.0,
48.0,37.565514,127.04135,0.0,
49.0,37.565514,127.04135,0.0,
50.0,37.565514,127.04135,0.0,
51.0,37.565514,127.04135,0.0,
52.0,37.565514,127.04135,0.0,
53.0,37.565514,127.04135,0.0,
54.0,37.565514,127.04135,0.53,
