GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),
Tue Feb 02 18:25:43 GMT+09:00 2021,02-2월-2021 18:25:47.302,127.04171804711223,37.565430756658316,6.06,3.0,41.0,334.7,0.82360536,-3.52546191,9.48941803,0.05432993,
Tue Feb 02 18:25:44 GMT+09:00 2021,02-2월-2021 18:25:48.302,127.04167680814862,37.565472540445626,6.0899997,3.0,41.0,312.5,0.80804306,-3.39976645,9.7910881,0.07873458,
Tue Feb 02 18:25:45 GMT+09:00 2021,02-2월-2021 18:25:49.302,127.04161704517901,37.565502799116075,6.45,2.5,41.0,295.1,1.946486,-3.7337575,9.05367374,0.03683144,
Tue Feb 02 18:25:46 GMT+09:00 2021,02-2월-2021 18:25:50.302,127.04154739156365,37.56551662925631,6.3599997,2.5,40.0,283.6,2.7437551,-2.35110617,9.33858395,0.03971797,
Tue Feb 02 18:25:47 GMT+09:00 2021,02-2월-2021 18:25:51.302,127.04147480428219,37.565525765530765,5.2799997,2.5,40.0,281.3,2.11767149,-4.0114851,9.2356329,0.06787688,
Tue Feb 02 18:25:48 GMT+09:00 2021,02-2월-2021 18:25:52.302,127.04141629859805,37.56553745828569,5.27,2.5,40.0,283.2,2.40976405,-4.51307011,8.77594662,0.05450922,
Tue Feb 02 18:25:49 GMT+09:00 2021,02-2월-2021 18:25:53.302,127.04136734828353,37.5655446248129,3.55,2.5,39.0,281.1,2.37265396,-3.35667086,9.31344414,0.05673939,
Tue Feb 02 18:25:50 GMT+09:00 2021,02-2월-2021 18:25:54.302,127.04134731553495,37.56554370280355,1.25,3.5,39.0,279.9,2.45285964,-3.47997212,9.1326828,0.04614979,
Tue Feb 02 18:25:51 GMT+09:00 2021,02-2월-2021 18:25:55.302,127.04133809544146,37.56554340943694,1.2099999,3.5,39.0,280.3,2.33434677,-3.16872597,9.53730202,0.07072955,
Tue Feb 02 18:25:52 GMT+09:00 2021,02-2월-2021 18:25:56.302,127.04132610931993,37.56554936058819,0.93,3.5,39.0,278.0,2.26012635,-3.30878663,9.38886166,0.05958921,
Tue Feb 02 18:25:53 GMT+09:00 2021,02-2월-2021 18:25:57.302,127.04131538048387,37.565557742491364,0.81,3.0,40.0,280.2,2.31279874,-2.79403329,9.53969669,0.05936211,
Tue Feb 02 18:25:54 GMT+09:00 2021,02-2월-2021 18:25:58.302,127.04130867496133,37.56556176580489,0.0,3.5,40.0,0.0,2.06859016,-1.57179344,10.00536919,0.07273763,
Tue Feb 02 18:25:55 GMT+09:00 2021,02-2월-2021 18:25:59.302,127.04130867496133,37.56556176580489,0.0,3.5,40.0,0.0,1.98359609,-0.89902276,10.28788471,0.09095377,
Tue Feb 02 18:25:56 GMT+09:00 2021,02-2월-2021 18:26:00.302,127.04129224643111,37.56557278800756,2.1,3.5,40.0,287.8,2.43849444,-1.22702837,10.19570827,0.09492499,
Tue Feb 02 18:25:57 GMT+09:00 2021,02-2월-2021 18:26:01.302,127.04126307740808,37.565583935938776,3.05,4.0,39.0,290.1,2.25892925,-1.31202257,8.22408295,-0.10138702,
Tue Feb 02 18:25:58 GMT+09:00 2021,02-2월-2021 18:26:02.301,127.04121379181743,37.56559512577951,5.17,4.0,39.0,286.1,2.61805964,-1.44250655,9.85333729,0.06861895,
Tue Feb 02 18:25:59 GMT+09:00 2021,02-2월-2021 18:26:03.302,127.04113868996501,37.56561486516148,6.8599997,4.0,40.0,283.0,2.39779305,-1.63045132,9.32062721,0.01402986,
Tue Feb 02 18:26:00 GMT+09:00 2021,02-2월-2021 18:26:04.302,127.04105705022812,37.565635149367154,7.0899997,4.0,40.0,281.8,2.04943657,-1.49278474,9.75278091,0.04621404,
Tue Feb 02 18:26:01 GMT+09:00 2021,02-2월-2021 18:26:05.302,127.04096141271293,37.56565023679286,8.87,3.5,40.0,281.3,2.28526545,-2.52348852,9.34696388,0.03303379,
Tue Feb 02 18:26:02 GMT+09:00 2021,02-2월-2021 18:26:06.302,127.04084607772529,37.56567022763193,10.09,4.0,39.0,280.4,2.50792623,-3.33392596,9.32421875,0.06028229,
Tue Feb 02 18:26:03 GMT+09:00 2021,02-2월-2021 18:26:07.302,127.04071942716837,37.56568782962859,11.13,4.0,39.0,279.9,2.29364514,-4.16112232,9.01057816,0.05738658,
Tue Feb 02 18:26:04 GMT+09:00 2021,02-2월-2021 18:26:08.302,127.0405881665647,37.565707569010556,11.13,4.5,39.0,278.5,2.13682508,-3.90494299,8.70771122,0.01589203,
Tue Feb 02 18:26:05 GMT+09:00 2021,02-2월-2021 18:26:09.302,127.04045950435102,37.56571875885129,10.29,4.0,39.0,277.0,1.98599029,-4.89374828,8.63109684,0.05047125,
Tue Feb 02 18:26:06 GMT+09:00 2021,02-2월-2021 18:26:10.302,127.04035062342882,37.56572797894478,8.76,4.5,39.0,277.5,2.99275208,-5.52581739,8.57962132,0.10308772,
Tue Feb 02 18:26:07 GMT+09:00 2021,02-2월-2021 18:26:11.302,127.04025205224752,37.56572894286364,6.91,5.0,39.0,274.3,4.74889898,-4.25928497,8.23126507,0.08054966,
Tue Feb 02 18:26:08 GMT+09:00 2021,02-2월-2021 18:26:12.302,127.04017435200512,37.56572462618351,5.73,5.0,39.0,273.1,3.56496644,-3.38779545,9.00100136,0.0645563,
Tue Feb 02 18:26:09 GMT+09:00 2021,02-2월-2021 18:26:13.303,127.04011014662683,37.56573380436748,4.89,4.5,39.0,279.3,3.77924728,-1.82797301,8.90762711,0.02280575,
Tue Feb 02 18:26:10 GMT+09:00 2021,02-2월-2021 18:26:14.301,127.04008466564119,37.56575727369636,2.24,4.5,40.0,294.0,2.36307716,-2.54383922,9.86291409,0.08487254,
Tue Feb 02 18:26:11 GMT+09:00 2021,02-2월-2021 18:26:15.301,127.04007167369127,37.56577713880688,2.08,4.0,40.0,326.5,2.48996973,-1.97880769,9.97304726,0.08606595,
Tue Feb 02 18:26:12 GMT+09:00 2021,02-2월-2021 18:26:16.301,127.04008198343217,37.56578765809536,1.4599999,4.5,40.0,348.9,2.97000718,-2.80480719,8.82502747,0.01030058,
Tue Feb 02 18:26:13 GMT+09:00 2021,02-2월-2021 18:26:17.303,127.04008843749762,37.56580685265362,2.71,5.0,40.0,6.5,8.90403652,-4.29280376,3.8462851,0.10022193,
Tue Feb 02 18:26:14 GMT+09:00 2021,02-2월-2021 18:26:18.302,127.04010570421815,37.56584792397916,4.5499997,5.5,40.0,11.0,5.98550415,-12.73834991,14.94101524,1.11137724,
GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),
Tue Feb 02 18:26:16 GMT+09:00 2021,02-2월-2021 18:26:19.605,127.04010989516973,37.565907603129745,1.3299999,5.0,41.0,13.6,2.37983656,-3.78044438,8.82143593,0.026954,
Tue Feb 02 18:26:17 GMT+09:00 2021,02-2월-2021 18:26:20.605,127.04010754823685,37.56592344492674,0.38,5.5,41.0,20.4,6.80671549,4.86980629,7.54772091,0.16783482,
Tue Feb 02 18:26:17 GMT+09:00 2021,02-2월-2021 18:26:21.605,127.04010754823685,37.56592344492674,0.38,5.5,41.0,20.4,9.70010853,-2.19428587,-0.90141696,0.03693753,
Tue Feb 02 18:26:19 GMT+09:00 2021,02-2월-2021 18:26:22.604,127.04010729677975,37.56595408078283,0.17999999,4.5,40.0,27.5,9.44392872,-2.36307716,-2.25414085,0.03761882,
Tue Feb 02 18:26:20 GMT+09:00 2021,02-2월-2021 18:26:23.605,127.04010989516973,37.565976209007204,0.0,5.0,40.0,0.0,8.99381828,-2.31878424,-3.31118107,0.02414769,
Tue Feb 02 18:26:21 GMT+09:00 2021,02-2월-2021 18:26:24.605,127.04010897316039,37.56597532890737,0.0,5.0,40.0,0.0,9.6677866,0.82959092,-2.69946241,0.04568833,
Tue Feb 02 18:26:22 GMT+09:00 2021,02-2월-2021 18:26:25.605,127.04011282883584,37.56599745713174,0.66999996,5.0,39.0,37.2,9.01656342,-1.18752408,-2.78086519,-0.01157176,
Tue Feb 02 18:26:23 GMT+09:00 2021,02-2월-2021 18:26:26.605,127.04011819325387,37.56601648405194,0.84999996,4.5,39.0,36.8,8.23126507,-2.46004224,-4.27843857,-0.00266927,
Tue Feb 02 18:26:24 GMT+09:00 2021,02-2월-2021 18:26:27.605,127.0401203725487,37.56604338996112,2.03,5.0,39.0,21.1,7.8781209,-2.60608864,-5.40610743,0.02854735,
Tue Feb 02 18:26:25 GMT+09:00 2021,02-2월-2021 18:26:28.605,127.04013680107892,37.566067446023226,3.53,5.5,39.0,43.9,8.40484524,-0.38666359,-6.97311258,0.13293749,
Tue Feb 02 18:26:26 GMT+09:00 2021,02-2월-2021 18:26:29.604,127.04017326235771,37.56608123425394,3.33,5.5,39.0,59.0,8.05409431,-1.97761059,-2.86346531,-0.08663136,
Tue Feb 02 18:26:27 GMT+09:00 2021,02-2월-2021 18:26:30.604,127.04021785408258,37.56608622148633,3.9399998,5.5,40.0,80.5,9.27872849,-0.9768343,-4.32033682,0.06708831,
Tue Feb 02 18:26:28 GMT+09:00 2021,02-2월-2021 18:26:31.605,127.04027015715837,37.56608215626329,5.04,5.5,40.0,99.3,9.13627338,-1.72382522,-4.04260969,0.05246896,
Tue Feb 02 18:26:29 GMT+09:00 2021,02-2월-2021 18:26:32.605,127.04033738002181,37.56608609575778,6.46,5.5,40.0,103.4,9.49061584,-2.40138435,-3.67031121,0.0847618,
Tue Feb 02 18:26:30 GMT+09:00 2021,02-2월-2021 18:26:33.605,127.04041508026421,37.56608659867197,6.8999996,5.5,40.0,100.3,9.02254868,-3.44405913,-3.28963304,0.05900317,
Tue Feb 02 18:26:31 GMT+09:00 2021,02-2월-2021 18:26:34.605,127.04048749990761,37.56609074771404,6.1299996,6.0,40.0,100.3,8.47307968,-3.58172584,-2.82635522,-0.00001991,
Tue Feb 02 18:26:32 GMT+09:00 2021,02-2월-2021 18:26:35.605,127.04054684378207,37.5660956511274,5.06,7.0,41.0,97.4,8.77355194,-2.7389667,-2.14041638,-0.019014,
Tue Feb 02 18:26:33 GMT+09:00 2021,02-2월-2021 18:26:36.605,127.04059914685786,37.56609238218516,4.12,6.5,41.0,99.3,9.32302189,-3.10049129,-4.35026455,0.11431831,
Tue Feb 02 18:26:34 GMT+09:00 2021,02-2월-2021 18:26:37.605,127.04064575023949,37.56608483847231,4.04,7.5,42.0,99.3,8.90523338,-3.18668246,-2.45285964,0.01503593,
Tue Feb 02 18:26:35 GMT+09:00 2021,02-2월-2021 18:26:38.605,127.04071808606386,37.5660583935678,5.47,7.0,42.0,105.3,8.31386566,-3.68946481,-3.07654929,-0.0022068,
Tue Feb 02 18:26:36 GMT+09:00 2021,02-2월-2021 18:26:39.605,127.04077139496803,37.56604598835111,4.77,8.0,42.0,104.5,9.20929718,-3.30758953,-2.37145686,0.04535276,
Tue Feb 02 18:26:37 GMT+09:00 2021,02-2월-2021 18:26:40.605,127.04080919735134,37.56604020483792,3.56,7.5,42.0,99.1,8.37611485,-3.74213719,-3.76248789,0.02976495,
Tue Feb 02 18:26:38 GMT+09:00 2021,02-2월-2021 18:26:41.605,127.04083082266152,37.5660335412249,1.81,8.0,43.0,97.9,8.43237877,-2.35350037,-2.83952332,-0.0428111,
Tue Feb 02 18:26:39 GMT+09:00 2021,02-2월-2021 18:26:42.605,127.0408297330141,37.566023147664964,0.22999999,7.5,43.0,96.6,9.00938129,-2.37145686,-3.23815775,0.02440077,
Tue Feb 02 18:26:40 GMT+09:00 2021,02-2월-2021 18:26:43.605,127.04083174467087,37.56601036526263,0.07,6.5,43.0,96.4,8.97227097,-2.43370605,-3.16154337,0.01995462,
Tue Feb 02 18:26:41 GMT+09:00 2021,02-2월-2021 18:26:44.605,127.04082378186285,37.56599888205528,0.44,6.5,44.0,100.8,8.71848583,-2.84670591,-3.10408258,0.00600433,
Tue Feb 02 18:26:42 GMT+09:00 2021,02-2월-2021 18:26:45.605,127.04082822427154,37.56599536165595,0.0,6.0,44.0,0.0,9.04170227,-2.49834943,-3.39976645,0.03608471,
Tue Feb 02 18:26:43 GMT+09:00 2021,02-2월-2021 18:26:46.605,127.04082822427154,37.56599536165595,0.0,6.0,44.0,0.0,8.87171459,-2.30082774,-3.45603013,0.01748782,
Tue Feb 02 18:26:44 GMT+09:00 2021,02-2월-2021 18:26:47.605,127.04082822427154,37.56599536165595,0.0,6.5,44.0,0.0,8.90643024,-2.03985977,-3.8618474,0.03017694,
Tue Feb 02 18:26:45 GMT+09:00 2021,02-2월-2021 18:26:48.605,127.04082822427154,37.56599536165595,0.0,6.5,44.0,0.0,8.91002178,-2.28885674,-3.44405913,0.02031249,
Tue Feb 02 18:26:46 GMT+09:00 2021,02-2월-2021 18:26:49.604,127.04082822427154,37.56599536165595,0.0,6.0,44.0,0.0,8.78791714,-2.23379016,-3.50989962,0.0101313,
Tue Feb 02 18:26:47 GMT+09:00 2021,02-2월-2021 18:26:50.604,127.04082822427154,37.56599536165595,0.0,6.0,44.0,0.0,8.83460426,-2.27568865,-3.69784451,0.02245909,
Tue Feb 02 18:26:48 GMT+09:00 2021,02-2월-2021 18:26:51.604,127.04081841744483,37.56598505191505,0.66999996,6.0,43.0,153.8,8.87051773,-1.99676418,-3.77565598,0.02259213,
Tue Feb 02 18:26:49 GMT+09:00 2021,02-2월-2021 18:26:52.604,127.04079947434366,37.56597935222089,0.77,5.5,43.0,173.7,8.9219923,-2.08056116,-3.35906506,0.01367539,
Tue Feb 02 18:26:50 GMT+09:00 2021,02-2월-2021 18:26:53.604,127.04079126007855,37.565973778255284,0.45999998,5.5,43.0,178.4,8.93516064,-1.54785144,-3.50630832,0.01008117,
Tue Feb 02 18:26:51 GMT+09:00 2021,02-2월-2021 18:26:54.605,127.04077776521444,37.56597402971238,0.0,5.0,44.0,0.0,8.87769985,-2.06859016,-3.59249973,0.01776564,
Tue Feb 02 18:26:52 GMT+09:00 2021,02-2월-2021 18:26:55.605,127.04077776521444,37.56597402971238,0.0,4.5,44.0,0.0,8.9806509,-2.05422497,-3.62242723,0.02809137,
Tue Feb 02 18:26:53 GMT+09:00 2021,02-2월-2021 18:26:56.605,127.04077776521444,37.56597402971238,0.0,5.0,44.0,0.0,8.91600704,-2.01950908,-3.60925913,0.02089065,
Tue Feb 02 18:26:54 GMT+09:00 2021,02-2월-2021 18:26:57.605,127.04077776521444,37.56597402971238,0.0,5.5,44.0,0.0,8.92917538,-2.03028297,-3.61644173,0.02260321,
Tue Feb 02 18:26:55 GMT+09:00 2021,02-2월-2021 18:26:58.605,127.04077776521444,37.56597402971238,0.0,5.0,44.0,0.0,9.6773634,-2.12485409,1.46884274,0.04001731,
Tue Feb 02 18:26:56 GMT+09:00 2021,02-2월-2021 18:26:59.605,127.04077776521444,37.56597402971238,0.0,4.5,44.0,0.0,9.62708473,-2.04105687,-1.17555308,0.02929908,
Tue Feb 02 18:26:57 GMT+09:00 2021,02-2월-2021 18:27:00.605,127.04077776521444,37.56597402971238,0.0,4.5,44.0,0.0,9.64623833,-7.39808321,2.84311461,0.29163855,
Tue Feb 02 18:26:58 GMT+09:00 2021,02-2월-2021 18:27:01.605,127.04077776521444,37.56597402971238,0.0,4.0,44.0,0.0,-1.95247149,7.97628307,5.55095673,0.02939039,
Tue Feb 02 18:26:59 GMT+09:00 2021,02-2월-2021 18:27:02.604,127.04077776521444,37.56597402971238,0.0,3.5,44.0,0.0,-0.2633622,8.92438698,3.39737225,0.05810755,
Tue Feb 02 18:27:00 GMT+09:00 2021,02-2월-2021 18:27:03.605,127.04077776521444,37.56597402971238,0.0,4.0,44.0,0.0,1.06302559,6.58285761,7.19098473,0.01867878,
Tue Feb 02 18:27:01 GMT+09:00 2021,02-2월-2021 18:27:04.605,127.04077776521444,37.56597402971238,0.0,4.0,44.0,0.0,0.14844051,7.10359621,6.91206026,0.02945894,
Tue Feb 02 18:27:02 GMT+09:00 2021,02-2월-2021 18:27:05.606,127.04077776521444,37.56597402971238,0.0,4.0,44.0,0.0,0.69671267,6.73728371,7.52258158,0.04425663,
Tue Feb 02 18:27:03 GMT+09:00 2021,02-2월-2021 18:27:06.605,127.04077776521444,37.56597402971238,0.0,4.5,44.0,0.0,0.29448682,7.06050062,7.12514448,0.0412906,
