GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),
Thu Feb 04 15:25:37 GMT+09:00 2021,04-2월-2021 15:25:43.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.56503159,6.81270075,7.41005421,0.04669815,
Thu Feb 04 15:25:38 GMT+09:00 2021,04-2월-2021 15:25:44.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.41180268,6.83424854,7.38252115,0.04536813,
Thu Feb 04 15:25:39 GMT+09:00 2021,04-2월-2021 15:25:45.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.5363012,6.88452721,7.25323391,0.039864,
Thu Feb 04 15:25:40 GMT+09:00 2021,04-2월-2021 15:25:46.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.45848963,6.80791235,7.33224249,0.03999597,
Thu Feb 04 15:25:41 GMT+09:00 2021,04-2월-2021 15:25:47.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.46447513,6.80551815,7.54772091,0.05604798,
Thu Feb 04 15:25:42 GMT+09:00 2021,04-2월-2021 15:25:48.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.4357447,6.85819054,7.3011179,0.04107064,
Thu Feb 04 15:25:43 GMT+09:00 2021,04-2월-2021 15:25:49.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.31364042,6.77439356,7.4363904,0.04492527,
Thu Feb 04 15:25:44 GMT+09:00 2021,04-2월-2021 15:25:50.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.31483752,6.83664274,7.26759911,0.03661722,
Thu Feb 04 15:25:45 GMT+09:00 2021,04-2월-2021 15:25:51.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.4417302,6.80671549,7.36695862,0.0424301,
Thu Feb 04 15:25:46 GMT+09:00 2021,04-2월-2021 15:25:52.282,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.30765492,6.81748915,7.19577312,0.02993327,
Thu Feb 04 15:25:47 GMT+09:00 2021,04-2월-2021 15:25:53.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.32680854,6.72291851,7.63510942,0.05655104,
Thu Feb 04 15:25:48 GMT+09:00 2021,04-2월-2021 15:25:54.282,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.38426939,6.78157616,7.4268136,0.04494709,
Thu Feb 04 15:25:49 GMT+09:00 2021,04-2월-2021 15:25:55.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.42736501,6.77918196,7.33224249,0.03786689,
Thu Feb 04 15:25:50 GMT+09:00 2021,04-2월-2021 15:25:56.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.49799395,6.68221712,7.44477034,0.04002124,
Thu Feb 04 15:25:51 GMT+09:00 2021,04-2월-2021 15:25:57.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.69192427,6.87016201,7.4244194,0.05254,
Thu Feb 04 15:25:52 GMT+09:00 2021,04-2월-2021 15:25:58.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.46567222,6.78516769,7.51899052,0.05249316,
Thu Feb 04 15:25:53 GMT+09:00 2021,04-2월-2021 15:25:59.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.39743748,6.67982292,7.50582218,0.04403692,
Thu Feb 04 15:25:54 GMT+09:00 2021,04-2월-2021 15:26:00.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.46447513,6.70496178,7.38371801,0.0367946,
Thu Feb 04 15:25:55 GMT+09:00 2021,04-2월-2021 15:26:01.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.58538234,6.72172117,7.5692687,0.0526312,
Thu Feb 04 15:25:56 GMT+09:00 2021,04-2월-2021 15:26:02.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.36750996,6.60799646,7.57046556,0.0440231,
Thu Feb 04 15:25:57 GMT+09:00 2021,04-2월-2021 15:26:03.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.55665189,6.61517906,7.16704273,0.01483929,
Thu Feb 04 15:25:58 GMT+09:00 2021,04-2월-2021 15:26:04.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-0.40222588,6.51701689,7.58243656,0.03901321,
Thu Feb 04 15:25:59 GMT+09:00 2021,04-2월-2021 15:26:05.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.4309563,6.46554184,7.69257021,0.04428655,
Thu Feb 04 15:26:00 GMT+09:00 2021,04-2월-2021 15:26:06.283,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-0.48961425,6.41047525,7.63510942,0.03647429,
Thu Feb 04 15:26:01 GMT+09:00 2021,04-2월-2021 15:26:07.283,127.02339453622699,37.54820225760341,0.0,4.0,38.0,0.0,-4.36343241,6.40688372,12.67610073,0.53361481,
Thu Feb 04 15:26:02 GMT+09:00 2021,04-2월-2021 15:26:08.284,127.02339453622699,37.54820225760341,0.0,3.0,38.0,0.0,-3.38180995,3.20344186,11.60589314,0.2938028,
Thu Feb 04 15:26:03 GMT+09:00 2021,04-2월-2021 15:26:09.284,127.02339453622699,37.54820225760341,0.0,3.5,38.0,0.0,-1.55144274,-2.14640188,9.7515831,0.04905301,
Thu Feb 04 15:26:04 GMT+09:00 2021,04-2월-2021 15:26:10.283,127.02340945601463,37.548196306452155,1.55,3.5,38.0,94.3,-0.60453594,-3.48954892,9.70968533,0.07255715,
Thu Feb 04 15:26:05 GMT+09:00 2021,04-2월-2021 15:26:11.283,127.02344021759927,37.548190145753324,3.9399998,3.5,37.0,91.5,-0.19393034,-4.03662395,9.25239277,0.04820186,
Thu Feb 04 15:26:06 GMT+09:00 2021,04-2월-2021 15:26:12.283,127.02349377796054,37.54818448796868,5.2999997,3.5,37.0,93.4,-1.9488802,-5.52821159,8.37611485,0.06114382,
Thu Feb 04 15:26:07 GMT+09:00 2021,04-2월-2021 15:26:13.283,127.02356762252748,37.548168394714594,6.14,3.5,37.0,95.1,-1.88184249,-5.84185219,8.42280197,0.08135635,
Thu Feb 04 15:26:08 GMT+09:00 2021,04-2월-2021 15:26:14.283,127.02363098971546,37.548161898739636,5.87,3.5,37.0,92.4,-0.76135612,-4.35146141,9.2356329,0.06260473,
Thu Feb 04 15:26:09 GMT+09:00 2021,04-2월-2021 15:26:15.283,127.02370676212013,37.548156240954995,6.75,3.0,36.0,93.2,-0.90141696,-4.37061501,9.648633,0.10265547,
Thu Feb 04 15:26:10 GMT+09:00 2021,04-2월-2021 15:26:16.283,127.023796280846,37.54814526066184,8.24,3.0,35.0,94.5,-0.89064306,-5.3474493,9.26795483,0.11349672,
Thu Feb 04 15:26:11 GMT+09:00 2021,04-2월-2021 15:26:17.283,127.02389753423631,37.54813302308321,9.15,3.0,34.0,95.8,-1.57897604,-5.50067854,9.19134045,0.12270468,
Thu Feb 04 15:26:12 GMT+09:00 2021,04-2월-2021 15:26:18.283,127.02400448732078,37.548120743595064,10.179999,3.0,34.0,95.2,-1.54665434,-5.05056858,9.39484787,0.11766654,
Thu Feb 04 15:26:13 GMT+09:00 2021,04-2월-2021 15:26:19.283,127.0241263601929,37.54811382852495,10.7,3.0,33.0,94.9,-1.71424842,-5.70298862,7.36815596,-0.01527357,
Thu Feb 04 15:26:14 GMT+09:00 2021,04-2월-2021 15:26:20.283,127.02425301074982,37.54810548853129,10.67,3.0,33.0,93.9,-1.63284552,-6.37935066,8.31147099,0.09992832,
Thu Feb 04 15:26:15 GMT+09:00 2021,04-2월-2021 15:26:21.284,127.02436935156584,37.548098573461175,9.92,3.0,33.0,93.7,-1.18034148,-5.27203226,7.21013832,-0.06258613,
Thu Feb 04 15:26:16 GMT+09:00 2021,04-2월-2021 15:26:22.284,127.0244818367064,37.54809132311493,9.429999,3.0,32.0,93.8,-1.61249483,-6.81509495,8.30907726,0.1267224,
Thu Feb 04 15:26:17 GMT+09:00 2021,04-2월-2021 15:26:23.283,127.02458501793444,37.54808495286852,8.51,3.0,32.0,93.1,-2.01472068,-6.9276228,8.52096367,0.15712732,
Thu Feb 04 15:26:18 GMT+09:00 2021,04-2월-2021 15:26:24.283,127.024668417871,37.54808486904949,7.17,3.0,32.0,90.8,-1.07140529,-6.02261448,8.23365974,0.06459993,
Thu Feb 04 15:26:19 GMT+09:00 2021,04-2월-2021 15:26:25.282,127.02473572455347,37.54808545578271,5.16,3.0,32.0,90.3,-2.02429748,-6.41526365,8.0133934,0.08553296,
Thu Feb 04 15:26:20 GMT+09:00 2021,04-2월-2021 15:26:26.282,127.02479171566665,37.548084701411426,3.3999999,3.5,32.0,91.2,-1.39462245,-5.75925207,7.8876977,0.02466589,
Thu Feb 04 15:26:21 GMT+09:00 2021,04-2월-2021 15:26:27.283,127.02482172288,37.54808428231627,1.8499999,3.5,32.0,92.3,-1.35511816,-5.47314501,8.32823086,0.04421812,
Thu Feb 04 15:26:22 GMT+09:00 2021,04-2월-2021 15:26:28.283,127.02484276145697,37.54808415658772,1.4599999,3.0,32.0,92.2,-1.37427175,-5.6323595,8.57962132,0.07453567,
Thu Feb 04 15:26:23 GMT+09:00 2021,04-2월-2021 15:26:29.283,127.02485751360655,37.54808122292161,1.02,3.0,32.0,95.9,-2.28167415,-7.60757589,7.4531498,0.12927228,
Thu Feb 04 15:26:24 GMT+09:00 2021,04-2월-2021 15:26:30.283,127.02486765570939,37.54808352794498,0.81,3.0,32.0,90.2,-0.10654198,5.92086077,8.38569164,0.06546825,
Thu Feb 04 15:26:25 GMT+09:00 2021,04-2월-2021 15:26:31.283,127.0248687453568,37.54808922763914,0.32999998,3.5,32.0,89.3,0.73621702,7.22809505,7.03057337,0.04960233,
Thu Feb 04 15:26:26 GMT+09:00 2021,04-2월-2021 15:26:32.283,127.02486547641456,37.5480930833146,0.17999999,3.5,32.0,89.2,0.55066639,7.48427439,6.56370401,0.03530425,
Thu Feb 04 15:26:27 GMT+09:00 2021,04-2월-2021 15:26:33.282,127.02486522495747,37.54809329286218,0.0,3.0,32.0,0.0,-0.32680854,8.18936729,5.55694199,0.02839118,
Thu Feb 04 15:26:28 GMT+09:00 2021,04-2월-2021 15:26:34.283,127.0248653087765,37.54809337668121,0.0,3.5,32.0,0.0,0.44532153,7.64708042,6.38653326,0.03563219,
Thu Feb 04 15:26:29 GMT+09:00 2021,04-2월-2021 15:26:35.283,127.0248653087765,37.54809337668121,0.0,3.5,32.0,0.0,0.38426939,8.05170059,2.67073202,-0.11537498,
Thu Feb 04 15:26:30 GMT+09:00 2021,04-2월-2021 15:26:36.283,127.0248653087765,37.54809337668121,0.0,3.5,32.0,0.0,0.55665189,7.61715269,6.4739213,0.03960329,
Thu Feb 04 15:26:31 GMT+09:00 2021,04-2월-2021 15:26:37.282,127.0248653087765,37.54809337668121,0.0,3.5,32.0,0.0,0.5327099,7.62194109,6.51222849,0.04237074,
GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),
Thu Feb 04 15:26:32 GMT+09:00 2021,04-2월-2021 15:26:38.505,127.0248653087765,37.54809337668121,0.0,3.5,32.0,0.0,0.47405192,7.59201336,6.61996794,0.04693216,
Thu Feb 04 15:26:33 GMT+09:00 2021,04-2월-2021 15:26:39.504,127.0248653087765,37.54809337668121,0.0,3.0,32.0,0.0,0.01675941,5.98670149,9.02973175,0.12338966,
Thu Feb 04 15:26:34 GMT+09:00 2021,04-2월-2021 15:26:40.504,127.0248653087765,37.54809337668121,0.0,3.5,32.0,0.0,-4.5441947,-3.61404753,9.33738708,0.13983124,
Thu Feb 04 15:26:35 GMT+09:00 2021,04-2월-2021 15:26:41.504,127.0248653087765,37.54809337668121,0.0,3.5,32.0,0.0,-4.35984135,-1.69150352,9.08599567,0.06067592,
Thu Feb 04 15:26:36 GMT+09:00 2021,04-2월-2021 15:26:42.505,127.0248653087765,37.54809337668121,0.0,4.0,32.0,0.0,-2.69108272,-4.29400063,7.3059063,-0.07464123,
Thu Feb 04 15:26:37 GMT+09:00 2021,04-2월-2021 15:26:43.505,127.0248653087765,37.54809337668121,0.0,3.5,32.0,0.0,0.67277068,-4.71059179,9.34337234,0.08783489,
Thu Feb 04 15:26:38 GMT+09:00 2021,04-2월-2021 15:26:44.505,127.0248653087765,37.54809337668121,0.0,3.5,32.0,0.0,1.43891525,-4.18267059,9.15303326,0.05526775,
Thu Feb 04 15:26:39 GMT+09:00 2021,04-2월-2021 15:26:45.505,127.02487017028034,37.54808901809156,0.07,3.5,32.0,89.3,1.62326872,-4.16710806,9.20570564,0.06227118,
Thu Feb 04 15:26:40 GMT+09:00 2021,04-2월-2021 15:26:46.504,127.02487025409937,37.54808897618204,0.0,3.5,32.0,0.0,1.39581954,-4.15274286,9.16859531,0.05483395,
Thu Feb 04 15:26:41 GMT+09:00 2021,04-2월-2021 15:26:47.504,127.0248703379184,37.54808897618204,0.0,3.5,32.0,0.0,1.68312383,-4.15513706,9.17218685,0.0596897,
Thu Feb 04 15:26:42 GMT+09:00 2021,04-2월-2021 15:26:48.505,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.50116444,-4.20182419,9.11472607,0.05348045,
Thu Feb 04 15:26:43 GMT+09:00 2021,04-2월-2021 15:26:49.505,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.60531223,-4.17668486,9.16261005,0.05843121,
Thu Feb 04 15:26:44 GMT+09:00 2021,04-2월-2021 15:26:50.505,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.41497326,-4.12640667,9.13986492,0.05136615,
Thu Feb 04 15:26:45 GMT+09:00 2021,04-2월-2021 15:26:51.505,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.66875863,-4.16471386,9.13028812,0.05601221,
Thu Feb 04 15:26:46 GMT+09:00 2021,04-2월-2021 15:26:52.504,127.02487042173743,37.54808901809156,0.0,4.0,32.0,0.0,1.50595284,-4.20302105,9.10036087,0.05228847,
Thu Feb 04 15:26:47 GMT+09:00 2021,04-2월-2021 15:26:53.504,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.44250655,-4.20661259,9.14585018,0.05566758,
Thu Feb 04 15:26:48 GMT+09:00 2021,04-2월-2021 15:26:54.505,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.47482824,-4.19344425,9.11951447,0.05317193,
Thu Feb 04 15:26:49 GMT+09:00 2021,04-2월-2021 15:26:55.506,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.62686002,-4.18626165,9.17697525,0.06049448,
Thu Feb 04 15:26:50 GMT+09:00 2021,04-2월-2021 15:26:56.504,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.64840782,-4.15992546,9.07522202,0.05043656,
Thu Feb 04 15:26:51 GMT+09:00 2021,04-2월-2021 15:26:57.504,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.61488903,-4.17189646,9.14585018,0.05685049,
Thu Feb 04 15:26:52 GMT+09:00 2021,04-2월-2021 15:26:58.504,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.39462245,-4.13598347,9.11233139,0.04894465,
Thu Feb 04 15:26:53 GMT+09:00 2021,04-2월-2021 15:26:59.505,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.65199912,-4.19105005,9.14345646,0.05803949,
Thu Feb 04 15:26:54 GMT+09:00 2021,04-2월-2021 15:27:00.505,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.47003984,-4.16471386,9.0931778,0.04947835,
Thu Feb 04 15:26:55 GMT+09:00 2021,04-2월-2021 15:27:01.505,127.02487042173743,37.54808901809156,0.0,3.5,32.0,0.0,1.64361942,-4.17788219,9.11233139,0.05450302,
