,predict,label
0,0.9999636876266452,0.9999636876266452
1,0.9999546095333064,0.9999546095333064
2,0.9999455314399676,0.9999455314399676
3,0.9999364533466288,0.9997065465294992
4,0.99992737525329,0.999591353256308
5,0.9999182971599514,0.9993225863112792
6,0.9999092190666126,0.99922548478449
7,0.999900140973274,0.9990341907166148
8,0.9998910628799352,0.9988753598902074
9,0.9998819847865964,0.9986250861096828
10,0.9998729066932576,0.9984633477096831
11,0.9991771969101916,0.9983233104317234
12,0.9989293056890828,0.9984447214538108
13,0.99865725136618,0.998523427687031
14,0.9984796019735388,0.9984636355392196
15,0.9980681720730368,0.998378047060592
16,0.9977847552586492,0.9984266575603528
17,0.9975931099050044,0.998417729719848
18,0.9975857325374656,0.9982141694180388
19,0.9972646695541116,0.9980857383003916
20,0.9970025390882004,0.9979969734742744
21,0.9968454377866076,0.9980709752595084
22,0.996771266373878,0.9980694059748664
23,0.9968542846372578,0.9977937821024656
24,0.9969640500565926,0.9977850314939236
25,0.9969574218664472,0.9977965626483816
26,0.9970210368001984,0.997720603026532
27,0.9969523409573612,0.9975526003033356
28,0.9970645796590334,0.9976040599119256
29,0.9971331206846415,0.9975983005404464
30,0.9970546619338734,0.9975009874317186
31,0.9968707390751752,0.9971221021987134
32,0.9965499217390408,0.9970116073308108
33,0.9962733461570084,0.9971324567830012
34,0.9963135293853268,0.9971488961876016
35,0.9964841217040634,0.9969444931047649
36,0.9965535676690964,0.996939255989658
37,0.9966176243851448,0.9970793062186264
38,0.9967624589263488,0.9970106317679284
39,0.9967650059525162,0.996949483825153
40,0.9967655101626212,0.9968537278669164
41,0.9968596459898352,0.996795196680203
42,0.9968923183526672,0.9968337346494792
43,0.9967998527014528,0.996662910383983
44,0.9965923604484478,0.996337434326893
45,0.9964993277444028,0.9961136133970664
46,0.9962720110524568,0.9959936529929037
47,0.9958971987028576,0.995906845472553
48,0.9954183911840996,0.9957345509597468
49,0.9952181611588432,0.995644459380479
50,0.9947352996503314,0.9955557958084262
51,0.9942797118656396,0.9953484360543132
52,0.9936587106680796,0.9952146479753152
53,0.9932908153334816,0.9951166393641544
54,0.9929723412677478,0.9950285773776376
55,0.9925940048288452,0.9947324184504392
56,0.9922561861849264,0.9944147735702776
57,0.992103847818844,0.9941826382493816
58,0.992142719121792,0.9942075686794608
59,0.9920159850812286,0.994022606357548
60,0.9920127764816368,0.993761714571594
61,0.9919177190322715,0.9935012359344396
62,0.9916603378761348,0.993335935048108
63,0.9913718335571868,0.9927325571351576
64,0.9910179913250484,0.9924377869523128
65,0.9906937344634266,0.9923171150394992
66,0.9903871528505328,0.9923081041153968
67,0.9904393860128348,0.9923938542856304
68,0.990599031973614,0.9925113840775038
69,0.9907713886342102,0.9925504472190668
70,0.9908395695007908,0.992596862977742
71,0.9906986217612368,0.9924639026716712
72,0.9905907388541428,0.9923710151138458
73,0.9901045158996786,0.9924640254528068
74,0.989826111467506,0.9925669794288284
75,0.98952473356094,0.9927438939798092
76,0.9898311088038588,0.9928037895035026
77,0.9902060941582226,0.9928516963385032
78,0.9905605681227622,0.9928880333285226
79,0.9907830978739622,0.9929180060096192
80,0.9907756107493828,0.9929708094896512
81,0.9907747050695184,0.9930060738756435
82,0.9902631095091782,0.9930717207194338
